user_name,user_product,helpful,funny,post_date,recommend_or_not,game_time,review
bloodyoverdrive,340,1,0,2017/09/21,Recommended,119.4,divinity original sin godlike look run fantastic include lie theft copious murder bribery genocide corpse eat lizard ing loot minmaxing fashion coordinating soul consume coop everything want video edit year since release remain unmatched video experience first playthrough good friend full fond memory already high level replayability expand even release definitive edition generation free abundant quality user create content simply cannot recommend enough please find time invest experience quite involve end captivate
Serpico,212,1,0,2017/09/21,Recommended,81.5,95
GrimEnd,112,1,0,2017/09/21,Recommended,144.6,worth every penny
LDiCesare,48,6,1,2017/09/21,Not Recommended,37.7,try like cannot user interface extremely bad patch inventory recently remain pita use hardly anything ui explain in-game even fact get skill late level something guess look internet play otherwise make choice without nay idea entail difficulty set way less everything certain order skip stuff low level beat important enemy feel freedom would expect title combat boring imo ability unusable deplete enemy armor point well finish control ability next useless system also encourage every character spread physical magical specialise character penalise finally graphic get tire quickly every battle pool liquid lightning burn fire ice make magic feel magical ugly hard eye end
"Noot Noot, Motherfucker",440,3,0,2017/09/21,Recommended,23.6,wanna cry ing beautiful piece art deserve money deserve unconditional love respect 10 10 want buy
Nemo,19,10,0,2017/09/21,Not Recommended,5.2,brought experience traditional western rpg elaborate dialogue detailed world building hear much disappoint dialogue front far say much start play classic 2nd low difficulty success rate battle 30 maybe old hat veteran genre newcomer absolutely brutal little introduction combat mechanic really make appreciate handholding aaa developer like blizzard square enix provide maybe give another shot month late refund anyway recommend experience genre recommend total noob like get game quickly without much fuss technical front run pretty well setup problem ps select recommended assuming someone like since yes option provide steam really depend also spare git gud scrub comment get anything prove good time
Ciellyn,208,4,0,2017/09/21,Recommended,141.0,saw big mean shark inside sewer want risk fight shark teleport shark onto land shark get insta-killed get exp loot purple two-handed sword 11 10
Azedarach,67,1,0,2017/09/21,Recommended,25.8,even well first one amazin play mechanic story fascinating forget time realize play hour without break hesitate buy multiplayer work perfectly player create character
THE ENTIRE POPULATION OF CHINA,304,1,3,2017/09/21,Recommended,85.8,104 year old best way i've spend time yet
mypony89,35,1,0,2017/09/21,Recommended,30.1,edit give thumb larian change anything though fix couple bug mod come larian lay foundation give great modding community make good good opinion armor system make tedius believe well think way armor work mob physical armor magical armor health crowd control deal physical attribute work mob unless physical armor go magical armor crowd control magical attribute armor also keep mob hurt long armor recieve damage physical armor destroy beat weapon select number spell remember effect spell anything destroy magical armor hit spell order magical effect damage felt armor destroy damage health inflict status effect may sound great end lead tedius battle wade hit mob sword easy way destroy armor crowd control chance status effect work armor go person npc pretty much dead ruin fun come love enjoy os able expirement different spell effect see control battlefield control also mean trap almost nothing walk hurt poison care electic field ok fire sound lovely stroll long armor ok outside combat easy keep armor everything else fine though think i'm go wait till mod come fix issue i've talk make sad since spent 150 order download buy 44 60 data another 60 need data since use tethered phone
zulk,25,3,6,2017/09/21,Not Recommended,37.9,terrible play easy lose 2nd battle sure suppose fun anyone
Connection Issues,171,1,0,2017/09/21,Recommended,114.6,highly recommended fool top style hate mmo game look similar world warcraft slightest well crafted story rich turn base rpg choice make big impact ton make able whatever like literally kill primary quest character want change whole path complete ton customization liken strategy customization similar like fire emblem except much good
Thegreen16,"1,111",2,0,2017/09/21,Recommended,91.2,10 10 kill everyone
CHΛIПZZ,340,2,1,2017/09/21,Recommended,116.8,blow alexander corpse later get tell survive apparently hit hard enough 10 10 masterpiece
Diddle Schnitz,"1,340",3,0,2017/09/21,Recommended,41.8,20 hour review 20 hour divinity original sin feel like even finish yet update review road far larian outdo engross storytelling dialogue voice act bottomlessly diverse combat system sprawl vibrant world beckons exploration complete absence go go style quest choice consequence system like nearly absolute freedom choose character fate everything ever hop rpg say i'm fan turn-based combat game almost turn try first divinity original sin one bugaboo would highly recommend give chance combat incredible seem always learn thanks reading definitely update review time in-game
Cliffy B.,205,4,0,2017/09/21,Recommended,162.8,divinity original sin amazing sequel even well
Guy,274,3,2,2017/09/21,Recommended,55.6,like get head sister everyone asleep hour fun early morning
Opie,195,4,0,2017/09/21,Recommended,88.8,coop party base rpg understand studio understand important coop many u fantastic play alone friend transition seemless remarkably easy friend drop drop i'm way amazing already can't possibly recommend enough
Madich,300,1,0,2017/09/21,Recommended,87.8,best decade get play solo friend blast
JimmyWolf,735,2,0,2017/09/21,Recommended,95.8,i'm 20 hour play friend play way divinity original sin love we're back world beautiful exceptionally well craft exciting experience combat even expansive mix idea successful first use elemental surface spell new idea addition armour system magic physical damage something double edged sword though one hand armour system make combat really interesting dynamic carefully choose opponent base whether magic physical armour high resistances outside combat armour system make trap completely devoid threat effect breach naturally regenerate armour whereas first suddenly hit fire trap would send quick jump hotbar prepare rain spell healing walk without issue we've deliberately avoid choose character origin story we're look focus main story avoid party dynamic character leave dislike choice make fully support choice larian something bear mind build party start one thing definitely amazes full voice-acting thats huge amount work especially narrator fully voice well well do larian must take enormous amount work really add world immersion thing miss music first larian cannot blame composer first pass away music exceptional extremely high bar match music time round feel quiet pretty much time even full volume find mod add music first we'll grab soon possible far 10 issue music gameplay niggles sometimes break otherwise amazingly immersive experience
MacMillan,67,2,0,2017/09/21,Recommended,95.1,good earn like
Lord English,159,1,0,2017/09/21,Recommended,80.4,dude yes
JakesterSolo,113,3,0,2017/09/21,Recommended,83.9,always turn base strategy hater honest brother look say let get see go mind blow forever pm stop play since buy consume every thought think call sick work play 10 10 let consume life regret one bit
Grimah,141,1,0,2017/09/21,Recommended,127.5,best make rpg time best combat even good x-com satisfying loot drop diablo good dialogue fully voice cast unlike pillar's eternity freedom baldur's gate game full co-op good dungeon master multiplayer mode neverwinter night though much praise best everything companion banter near dragon age companion alive make assessment main story along witcher pinnacle attention detail tell make best could stop reading get
Saltin,115,2,0,2017/09/21,Recommended,133.4,dude best thoughtful well design rpg maybe time impressed detail everywhere freedom live divinity original sin life way want live hold hand tough laugh curse might cry best luck journey tell larain would pay 100
GunGrave,77,0,0,2017/09/21,Recommended,14.6,best dnd ever make
Scottx125,330,1,0,2017/09/21,Recommended,63.5,bought ea initially refund frustraiting time year ago however play sink 50 hour i've get say suprisingly good rpg obviously something say hold hand combat especially high difficulty torture yet oddly add charm accept another aspect difficulty potentially frustraiting quest system specifically quest log quest log sometimes ambiguos really record information find may ponder secret code location find unless search every location every book ask every npc tedious first first 10 hour easily become routine aside mention easily break pro's con's pro's good story interesting quest enjoyable combat system pro's con's mixed feeligns area lock high level npc's go area ready get slaughter quest reference area know spend age look give find actually another location entirely convey well dialogue con's craft system particularly good great make potion stuff recipies learn book unfortunatly rest crafting system combine item fairly poor require mix matching 4-5 different item make something inventory full random item get ridiculos many combination might try make something new difficulty fluctuate progress odd manner normally expect start easy gradually get hard start hard becomes easy middle exception hard end make particularly frustraiting slog way throught initially blitz middle hit brick wall end end seem choice make little difference summarisation journy end basically change ambiguos whilst leave make opinion happen might say one end win also lose another fundemantaly similar end win technically lose still win frankly confuse plus romance option seem every case leave despite character say want pick useable object add ability bar might sound annoy pick arrow potion fill ability bar constantly clear hopefully fix patch mod tldr rating ultimatley whilst annoy flaw random item add ability bar fluctuate difficulty ambiguous quest log detract overall expirience divinity original sin make mistake however normal rpg rpg would class mix dragon age origin baulders gate however irrelevant wonder worth price term hour price pay rest assure definatly 50 hour safely say complete every quest look forward second run final rating 10
Schutzengel,243,6,2,2017/09/21,Not Recommended,81.0,ride countless bug minor others major impact playthrough many quest cannot complete properly arena etc get incompleteable advance certain quest red price sebille stingtail griff quest etc journal entry bug many map marker npcs suddenly turn hostile prison dog pacify skill break polymorph free attribute point shadowblade metamorph companion unbalanced thievery v barter teleporting restrict warrior class instead mages origin character make custom character obsolete two female origin character miss one two origin allow free race choice lohse ifan recommend wait purchase price reduce bug get ridden first act early access bug get ridden phase even slightly case currently cannot recommend buy
Siruss,360,3,0,2017/09/21,Recommended,89.3,could write book great thing say i'll sum year hand get frustrated dos1 think i'd toss around mood nope can't put
Lohkar3,120,3,0,2017/09/21,Recommended,246.5,gamer's game day play 30 hour positively suprised end 1st act 2nd act seem unfold even content explore beat bit typical rough beginning prisoner start work way freedom i'm sure help introduce gaming mechanic well since first obstacle require already hard exploration knowledge surroundings go much game's internal story setting theme one instead i'll give quick look interested find hard get start casual rpg player best start co-op friend medium difficulty playable enjoyable initially single player well get use manage alot inventory skill spell early one aspect make many lose interest kinda game play alone well write npc friend make sure get feeling unity comradeship progress story also welcome feeling play first without reference much combat turn-based around every corner find though usually last slightly long many game remember one ambush encounter forest section take like 15 minute active fighting come back well equiptment dialogue random banter high also seem voice act ai's side give lively touch example easily play hour conversation also offer eventually challenge hardcore player would get bore would easy hard difficulty tactician require quite alot backtracking unconventional tactic sometimes overcome encounter build might disposal eventually feeling confident enough try real hardcore mode honour lose character end remove single save file i'll try overlook negative side overall since patch later build deep mechanic depatable thing like personally would like magic meaningful costly caster become norm world element go chaotic every fight guess something expect divinity's world nontheless true old adventure fantasy rpg game get minimal hand helding figure thing no-one master beginning everyone learn fare well event solve pure violence smooth talk choice often even never finish worth try 10
Ganak,312,5,0,2017/09/21,Recommended,208.6,one best role play game i've play year beautiful combat great environment great music great party member great personality ton decision make i'm 30's wake early play work challenge normal difficulty that's great hold hand give lot freedom approach situation really feel like dungeon dragon bit silliness lot less first divinity original sin recommend enough absolute must buy larian fanboy guess great
现在只想躺,119,3,0,2017/09/21,Recommended,5.3,perfect need chinese please
York,"1,029",3,0,2017/09/21,Recommended,104.0,edit want add something review currently buggy first act mostly fine i'd say maybe 10 act give issue quest complete journal dialogue breaking quest item lose make progression impossible currently super eager play i'd suggest wait bit mostly fine moment pretty frustrating i've also handful dialogue play i'm sure that's bug finish voicework incredible big obsidian fan put tyranny poe shame i'm seriously impress original divinity o average like combat able co-op story interest character interest overall good voice cast ton ton dialoge option ing love dialogue choice awesome every npc seem able respond something character maybe give main character nobel birth maybe soldier maybe he's undead lizard man there's many different way character respond i'm seriously impress studio make bethesda look incompetent combat fun also incredibly difficult require lot pre-planning harder difficulty setting top there's co-op co-op open world rpgs something people ask year i'll update reccomendation thing along begin suck far i'm love one favorite rpgs year
Kuma,528,1,0,2017/09/21,Recommended,112.1,like rpgs there's something wrong
panzerwelly,218,2,1,2017/09/21,Recommended,56.7,best rpg ive ever play hand
ACT NUNCA DESACT,52,5,4,2017/09/22,Recommended,81.3,npc ask search son find son son dead gruelling fight go back npc tell son dead start cry pickpocket belonging cry 10 10 gameplay
Sohamkar,63,3,0,2017/09/22,Recommended,493.0,divinity original sin best describe refined form perfect rpg great accord development team great job deliver time small feat indie devs play 90 hour include ea follow point mention context pros great engage story slowness first wear variety tactical situation combination invite player strategise replay classic rpg element do flavour mixed character role-playing customisation best branching story line freedom choice vast dialogue option two play good voice act exploration combat satisfy reward never hard never easy difficulty scaling good enemy ai great scale well difficulty situation con minor glitch quest logic quest resolve system leave annoyed sometimes choice matter always sometimes ripple effect story development choice armor system great well implement seem synergize tactical choice definite buy rpg lover
Rempor,519,1,0,2017/09/22,Recommended,182.0,amazing god like rpg 10 10
Kasper,188,1,0,2017/09/22,Recommended,60.8,like crack
Misaka Mikoto,417,9,7,2017/09/22,Recommended,76.0,turn entire party rock could sneaky pope look team elite rock right eye rock eye continue sermon late surround
喵星人的卧底,31,1,0,2017/09/22,Recommended,162.2,update chinese ver pls trailer pretty amazing wait informal chinesizing frustrate
Hi am Moth,447,1,0,2017/09/22,Recommended,192.7,quality adventure rpg divinity excellent successor divinity original sin get exactly want installment though i'm go try make review simply fondness help others figure they're buying buy let get straight away casual rpg player probably micro-managing nightmare like rpgs divinity faint heart rpesent difficult encounter right start limited resource fall back onto diversity building however mean mix several skill discipline effective build help counter-balance fact need try play optomized fashion make bi purchase know easy mode tone difficulty dislike easy mode turn somewhat point click adventure win feel shallow however story still rich reward least time quite buggy also love letter bygone year tradiational rpgs vein way ofs crew can't approach every problem violent intent may turn young player like game along line mass effect shepard team's world construct last detail let win one game decision contain consequence may able surmount multiplayer really feasible right gate get worng get first act able make custom pc friend cooperative available reward straight gate unique element come play however npc assign party rich story craft strictly settle one role like enchanter girl beginning personality want see story enchanter worry dialogue option she'll join party tanky fighter compliment infact startingt play one npc though i'm entirely sure trigger character start option allow wholly experience individual story albeit one time multiplayer something hype friend good type game make tragedy experience poorly design character become frustrate quickly make stupid decision cause reasonably challenging turn absolute chore sadly story woe i've suffer regard multiplayer experience become bad yell friend turn difficulty he's go die whine thankfully save single player friend frustrate easily little spastic approach thing tactical analystic view favor tell go play something else single deciding factor sit fence cooperative element seem cool approach caution larian studio team quick begin update tweak well include quality life element well bug thigns like quest update thus far i've encounter break glitch though get quite scare thing like terrify affect one character end turn dicated ai seem content move half space time span five minute nearly reload wait lead functional gameplay restore mind please consider divinity look challenge many many unique way build many unique way optomize dark story line nothing short high fantasy i've pleasure play quite time
COinOPtranSplant,187,1,0,2017/09/22,Recommended,177.6,larian studio knock park pro fully voice narrator amazing inventory managment system ingenious turn base combat mechanic con dont expect real life awhile
Serlo,319,4,0,2017/09/22,Recommended,79.5,amazing zero crash 30 hour play much gameplay must rpg fan
edmek55555,450,27,1,2017/09/22,Not Recommended,100.7,want start review say one best game ever play much like first original sin absolutely love plan play different character give well first three quarter phenomenal act specifically best side quest world building character ever play however last act crap switch turn base rpg full puzzle absolutely litter generic npc unlike area fight go tactical well think battle game find gimmick help cheese fight top build phenomenal story fantastic character end incredibly bland generic still get really enjoyable 70 hour even find last act unenjoyable however horrible end possibility even finish negative wait get sale
JayRob,511,20,1,2017/09/22,Not Recommended,41.2,beware hyperbole best ever story pretty interesting first act fun combat overall pretty poorly balance armor mechanic seem interest first really hurt balance later crowd control basically neutralize can't apply status effect character's armor still certain battle require protect certain npcs time limit enemy tunnel vision one npc suppose protect case enemy combatant can't possibly outdamage many enemy normally strategy would use crowd control delay time limit however due armor system require essentially outdamage enemy apply crowd control kill vip simply impossible especially 2-man lone wolf group issue seem lack playtesting various option available player many power combination powerful others competitive look infinite damage loop bug developer almost keep creative high difficulty exacerbate issue even combat overall lack nuance feel tactical mainly due lack defensive option way negate deter enemy action put aside combat bug incredibly frustrate attack opportunity trigger character's turn skip reason sad hear laughable claim like strategic xcom i've put 40 hour half pre-release high difficulty stand poor combat long may start explorer simply experience story quite good playtime give big kudos developer add full voice-overs enhance immersion engagement story ten-fold maybe i've get money's worth already overall feeling disappoint expect lot wait inevitable enhanced edition guess goodness sake make story achievement hide
Snufulufugus,68,1,0,2017/09/22,Recommended,141.7,challenge say least intresting feel way tell story definately reccomend people like open world rpgs many different character story tie main story unravel many different choice definately different feel play
StefanoPelinga,234,1,0,2017/09/22,Recommended,25.8,highly recommended slow pace good way ton npc dialogue depth combat strategic challenge lot freedom play way want make people feel like actually soul turn-based 100's npc talk control party member single-player much flexibility reward exploration
Noise,222,4,0,2017/09/22,Recommended,122.1,scratch baldurs gate 2-itch best possible manner nothing short best crpg last 10 year
Klempo,205,1,0,2017/09/22,Recommended,170.4,masterpiece love first one love one even stellar example game make polished almost perfection make love passion genre absolutely recommend rpg fan
Mate Kiddleton,79,1,0,2017/09/22,Recommended,167.4,best rpg since baldurs gate
hakonmar,105,1,0,2017/09/22,Recommended,132.9,recommend others new standard rpgs prepare play long long time long want nominate year 2018 larian studio studio year deserve anyone else great great support great community
levantez,99,3,1,2017/09/22,Not Recommended,37.1,first let say hand really great narrative strategy simply superb combat among best game i've ever play however several design flaw bug really bug ruin experience i'm go give negative review get solved hard keep track ongoing quest exploration would encounter quest specific event without know lead thing do result quest become close unsolvable display warn beforehand could really help know player drive narrative prefer quest solve shovel fort joy even hint find want bring dragon along dig thing trial error dialog result really little hint dialog could show result end make save load clear quest kind result sway trait character thus player develop character become fun part additional choice trait guarantee benefit feel trait fun play please reference shadow run map key object display take much time clear fort joy half time spending find exact thing order progress go pas drawbridge lever fort tunnel realize end slaughter entire fort could progress bug everyone party enter combat party member enter combat flee please teleport everyone instead make select manually move one one bug party member follow player occur sometimes party member stand still follow couple bug really ruin
GorgeousRandyFlameThrower,14,3,0,2017/09/22,Not Recommended,172.9,work well early access numerous bug issue destroy treid create hope get fix attempt take 20plus hour life either get corrupt save file bug character cannot talk anyone anymore late bug get cant even log correctly get grey screen save file lose attempt say cant use save file mod never use mod dunno issue would wait buy great fix stuff
Scatman,30,1,0,2017/09/22,Recommended,174.6,amazing
ZEIN,292,1,0,2017/09/22,Recommended,108.2,good
Junkles,207,1,0,2017/09/22,Recommended,145.5,write review perspective people play first divinity original sin unsure whether buy enjoy story combat first please skip third last paragraph cover controversial addition story beginning far well pace dos1 cohesive interesting start transport prison island escape multitude possible way introduction combat heavy difficult find fight along island ramp difficulty quite quickly challenge tactical prowess soon bearing combat system writing tad serious still element whimsy cheeky dialogue everywhere make everything feel ground companion find also far interesting enjoy take break combat loot talk party backstory think next sidequests also feel like far way complete quest first game often way go many way solve scenario throw mood cheese combat maybe talk way might strength intimidate maybe smooth talker something need sneak around pickpocket get give willingly else fail certainly crack skull together get thing do combat hand similar first original sin significant system change amount action point use combat reduce simplify action cost few point general generally start turn action point attack usually cost gain action point turn certain ability level allow modify many action point gain turn class able make amount move throughout focus point spending improve strength flexibility learn many skill want amount battle determine memory may put point want wide range available action form weapon combination far viable time around dual weilding sword shield hand weapon even one empty hand different upside downside give good amount customize character fight combat top possible skill combination memorize crossbows long cost action point fire bow instead mild movement penalty exchange increased damage stave give option long range powerful magic missle ability use per turn wand short range use long action point big controversial addition divinity original sin change trigger status effect previous status effect shock knock etc percentage chance trigger base character defenseive stats willpower would reduce chance magic effect fortitude would reduce chance physcial effect top health physical magical armor value come equipment replenish spell combat long physical armor remain immune physical status effect bleed knockdown long magic armor immune magic effect burning stun exception slow warm cool respective armor type status effect 100 chance hit people feel improved system make armor important remove unnecessary randomness people feel new system inferior make large damage output requirement less room manipulate control enemy largely matter preference different opinion base like combat personally prefer new armor system plan around armor run focus certain enemy randomly lose turn bad dice roll feel frustrate even ultimately battle would viable tactic unless really dislike type original sin hat story combat would absolutely recommend play first area many time great new experience playthrough certainly one top game year
fluffydelusions,354,5,0,2017/09/22,Recommended,95.1,easily one best rpg's recent year finish 1st playthrough today put 80 hour classic mode difficulty anyone trouble early advice perhaps try different party composition
Crab Dumpster,125,1,0,2017/09/22,Recommended,272.6,somehow larian capture magic play there's exploration surprise meaningful dialogue experimental combat half fun make mistake pull impossible like steal paint underneath artist's brush make something magical precious even well dos2 consider lucky live timeline devs like larian exist
Prayer #ConsolePeasant,413,2,0,2017/09/22,Recommended,98.4,fan role playing game buy
I am Ahab,153,3,1,2017/09/22,Recommended,139.7,begninnng world dark formerless elder bespeckle one beget rpg good year follow theys leave behind dice paper move realsm digital wizardry time beget crpg good myriad beardy stats heavy mana fall heaven faithful feast baldurs gate eye beholder neverwinters fallout arx fatalises great time indeed time quest could solve use brain rather murder everything sight time put point speech result boost barter time could convince endgame bos kill stats would allow alas time great darkness follow hither come like dragon age fallout whence little role-playing simply stead bethesda bioware cheer drown coin rpg think lose forever faithful seem eternally doom walk path action adventure skill tree really murder everything need old beardy old rpg nonsense dragin age inquisition cry need bland world endless icon fetch-questing awkward digital sex scene elven waifus time meaningful dialogue choice stats effect anything combat farmer need find lost sheep villager need go forest bring back10 rumpleberry leave think lost hark bespeckled one hear thine prayer skill-tree doth rpg maketh cry larian divinity original sin emerge darkenss good bloody good giveth fruit meaningful dialogue choice action consequence stats character building actually matter bless freedom solve problem quest way could figure late year larian beget divinity original sin even good first almost every way imaginable complex engage consequential player action well write co opy everyway faithful rejoice multiple playthroughs plan marriges career throw wayside rpg want bespeckle one forsake u fyi bit laugh dos2 brilliant get
Huggles `,258,5,1,2017/09/22,Not Recommended,149.2,kind mess really full charm love gameplay story os1 combat system become really bad day good old os1 classic new combat design philosophy every combat encounter must screen-wide poison cloud explosion alternate screen wide smoke turn every turn thereafter enemy must constantly cast environment-effect spell even turtle alligator dog also tactical mode non cheesyeasy mode instead initative order turn alternate turn enemy group think set exactly new combat mess system chaotic mess look awful feel break can't find fun can't really recommend
SkyMaster,119,1,0,2017/09/22,Recommended,119.1,best rpg ever
wp,39,2,0,2017/09/22,Recommended,96.0,best rpg ever
Crusadertsar,65,1,0,2017/09/22,Recommended,73.2,uniquely enjoyable full choice wonder much fun rpg since baldurs gate ii truly painstakingly handrafted work video art hesitate buy support developer
Ehrgeiz,72,2,0,2017/09/22,Recommended,123.3,keep short since quite review simply amazing can't stop play beeing passionate crpgs say devinity original sin true gem many quest solve item find problem solve hidden secret find meachanics combat system make sense add fun play absolutely reccomend buy
zhihong0321,99,0,0,2017/09/22,Recommended,183.0,do2 compare 10 rpgs many many way interact npc interaction kill steal manipulate spell speech enviroment interaction element trap move alot object speech quest many different way complete quest replace mindless grind ton quest character building complex enough hate simple dull character build great mod ahead
BROMETH3U5,45,1,1,2017/09/22,Recommended,51.4,goodbye life
Sephirøth,221,2,0,2017/09/22,Recommended,69.5,start play early morning minute later dark outside simply amazing sorcery
Synik,260,1,0,2017/09/22,Recommended,213.6,pro multiple fun build funny write engage story companion online multiplayer gm mode mod replayability voice act day dlcs microtransactions con minor bug quest completion letdown debatable new armor system affect ccs divinity original sin one rare game come along rarely day market full aaa cash grab full dlcs microtransactions dos2 delivers content game high cost point quantity content also quality quality dos2 ridiculous amount build character addict looting item set dos2 hook find fun point i'm lose entire night replay begin part still find new way thing many way complete quest replay value astound also combat change much do creative ever every fight player outmatch utilize creative element map ability come top i'm act maybe change right best rpg i've play since witcher highly recommend fan rpgs baldur's gate style game casual modernized version bg grant
Geopi,30,1,0,2017/09/22,Recommended,294.6,next witcher one best game ever
GaiusBertus,619,2,0,2017/09/22,Recommended,59.1,let's keep short simply best rpg since witcher go buy already
The Dork Knight,173,2,0,2017/09/22,Recommended,139.7,make short marvelous masterpiece play crpgs since ultima vii date back 1992 i'd rate among best one i've ever encounter much passion much love detail like crpgs budget limit single buy one regret
N E H,149,0,0,2017/09/22,Recommended,303.6,delish
Mathius,64,0,0,2017/09/22,Recommended,48.4,far really enjoy play seem make past ft joy either get head wipe mob delete current toon favor try new one graphic audio stunningly beautiful ask good upgrade icewind dale balduar's gate series style play character model class fun pretty easy grasp wish rooted shaman class like back 2nd 3rd ed complaint what's give u far class go kinda wish race choose single complaint i'm sure gm mode work properly i'm unable find game host really really look forward jump custom scenario's playthrough's especially player feel provide good experience aside recommend anyone ever touch forgotten realm book table top anyone fan rpg's epic storyline free choice unknown's companion may anyone like play stranger friend recommend everyone
Omarthius,99,2,0,2017/09/22,Recommended,42.4,awesome take bit learn basic may even get frustrate part get hang hard put
nonab39,3,2,0,2017/09/22,Not Recommended,"1,193.4",tiny map absolutely horrible would buy know terrible sometimes impossible move apparently software program go fix computer expert think ridiculous require people master complicate software play want money back interesting story character map ruin
Freqdo,100,0,0,2017/09/22,Recommended,282.2,challanges psychological discipline call work skip school
MrMud,451,1,0,2017/09/22,Recommended,89.8,finish first major area safely say one best rpgs year
Oliver Swanick,158,2,8,2017/09/22,Not Recommended,68.4,waste time bishop alexander fight one crazy difficulty spike i've ever see wish somebody would warn beforehand waste time
Andy Mage,78,0,0,2017/09/22,Recommended,192.4,stole book play dead get trouble chick lick arm see last night i'm wear bucket head 11 10 would let chick lick arm
Pixie Prime LTD,142,0,0,2017/09/22,Recommended,324.3,excrutiatingly good employed
Steel Templar,112,0,0,2017/09/22,Recommended,120.4,play ton rpg's start neverwinter night baldur's gate mass effect series dragon age series several mmo's must say think beauty one engrossing detailed flexible rpg's ever sure hard nothing worth walkover gem anything linear problem solve lot way outlandish take special kind crazy come character polish map well design yet come single flaw land reaper's coast like old school rpg's love like rpg's general love must buy imho
Lokhaman,"1,270",0,0,2017/09/22,Recommended,107.2,limit imagination majestic
MozillaCookies,793,3,2,2017/09/22,Not Recommended,34.9,need chinese
- DI - Blue Kat,189,2,0,2017/09/22,Recommended,85.7,expect think original sin even good predecessor larian goodness time gripping initial 15 hour writing quest design impeccable even good real weight can't help fascinate world feel compare dark soul recently treat like adult make cheap attempt please say rpg year thank larian studio reinvigorate
"If It's Brown, Flush It down",210,4,3,2017/09/22,Not Recommended,3.3,honestly good look match original rts style look dissapointed larian studio effort really mail try quick cash crab maybe influence sega ea something really sadden see beautiful honestly culture get knock peg hat people still try make good game big dude seriously cmon like larian studio 10 bad purchase
CoolSandwich,360,0,0,2017/09/22,Recommended,42.1,man worth one game reviewd truley believe 100 worth never like turn-based game although love play beautiful nice story interesting companion combat intresting fun understand note take time understand bore get need cuz like wow wow really listen whats guy say check quest log divinity need listen people like dialouge tab show past chat people srsly one best game play life
Ubachef,78,0,0,2017/09/22,Recommended,46.2,still halfway tutorial lol never much fun simply best rpg ever play
Mattias,276,0,0,2017/09/22,Recommended,147.9,best rpg ever make week i've sit work count minute rush home continue adventure friend absolutely love larian studio superproud they've create could possibly recommend update finish campaign i'm nominate labor love award year easy
vmeansvincent,89,0,0,2017/09/22,Recommended,38.1,hour straight say must rpg lover
Artorias_N47,21,0,0,2017/09/22,Recommended,24.4,early access felt like slightly boring though official release fun hell love playing undead character heal item hurt poison heals see character react undead interesting plus every single character fully voice major upgrade lore intensive
Murdoch,328,0,0,2017/09/22,Recommended,57.8,larian studio folk meany make game force think sort computer mind control play loose mind make think best thing ever since pac man beat whip laugh last series torture enough make even hard even tutorial area make easy 10 10 continue start i'm good guy even tho play quite bit
Jonus,152,0,0,2017/09/22,Recommended,127.5,like first one like one improvment almost respect
omni2,138,0,0,2017/09/22,Recommended,106.5,10 10
Darthic,377,12,1,2017/09/22,Recommended,81.4,perfection
Alistan,256,8,0,2017/09/22,Recommended,92.8,legendary
TurtleTrouble,172,1,0,2017/09/22,Recommended,153.4,best ive ever buy definetly must buy like rpgs
CrestFallenBusta,348,3,0,2017/09/22,Recommended,118.3,beat pillar eternity crave play 100 hour isometric rpg want hold hand afraid put enemy game favor make every battle feel like earn every last bit xp want dialogue interaction npc mean something want talk cub lose mother find tell mother's dead lead lay next mother corpse cry drive emotionally end walk dead season want local co op online co op buddy completely decimate every encounter drop barrel enemy boss kill want take break pubg cause keep die due loot spawn except guy behind kill shotgun see pick get ban honk streamer want journalist probably call dark soul isometric rpgs buy right ing
bwat19,15,0,0,2017/09/22,Recommended,105.8,good
manymoose,504,2,0,2017/09/22,Recommended,73.2,like
Vanquish,56,3,0,2017/09/22,Recommended,236.0,regret see kickstarter year ago anything support turn really good divinity original sin announce i'm onboard edit currently riddle number bug recent patch take wait bug fix purchase play immersion break
Danny Wack,249,0,0,2017/09/22,Recommended,75.9,get backup generator next release
BoGWoR,203,0,0,2017/09/22,Recommended,179.2,amazeballs combat interaction environment variety occur depend party skill lvl person interact story amount skill build available numerous school 10 possibly 10 10 either way super good
☹GreyMagick ☹,84,0,0,2017/09/22,Recommended,85.0,good beautiful fun unfortunetly youre try go multiplayer co op gonna broken far read devlopers arent adress fix issue theres
read.maniac,68,0,0,2017/09/22,Recommended,240.4,best rpg i've ever play
Leonhast,420,3,0,2017/09/22,Recommended,23.2,i've play lot crpgs baldurs gate icewind dale fallout morrowind oblivion skyrim planescape tide numenara tyranny wasteland pillar eternity divinity dragon age unfortunately one best great set different enough interest strange identify story character oh yes interesting character combat make great use ability environment tough that's part fun think also might lot replayability choose number different origin character seem get slightly different story arcs story taste way well original sin go quest can't wait learn voice act larian originally plan great addition add lot back kickstarter no-brainer larian great work original sin simply great company much touch fan customer great company gem top editor look like keep busy long time i'm blast 10 10 moment finish yet actually take 11 hour get fort joy start area
BOT (Beehindyou),41,5,0,2017/09/22,Not Recommended,0.3,refund fast one
Pengolodh,131,2,0,2017/09/23,Recommended,156.0,true rpg experience amazing
Ceobil,61,1,0,2017/09/23,Recommended,63.0,beautiful
