,review,post_date,useful
93,game great love rpg's like dnd also release definitive edition release update make version definitive edition thats good developer buy support people,August 31,46 people found this review helpful
94,wake island find black cat cat follow cat everything walk town walk guard post archer tower archer shoot kill innocent cat proceed kill everything everyone gold 10,May 22,"129 people found this review helpful
179 people found this review funny"
95,pro great combat mechanic rich story lore blow away seem like every dialogue game 1000 npc completly well voice act kudos devs con game lot mean lot sidequests party quest game's quest tracker become cluttered hope devs include quest marker individual quest rather mark quest waypoints map together,"September 17, 2017","45 people found this review helpful
1 person found this review funny"
96,wake-up island find black cat cat follow cat everything walk town walk guard post archer tower archer shoot kill innocent cat proceed kill everything everyone meow 10 would avenge cat,"September 18, 2017","413 people found this review helpful
447 people found this review funny"
97,c'mon become overwhelmingly positive already time write review even get past first act yet nevertheless feel compel write review beautiful game game's highlight excellently design turn-based combat potentially pesky rng element therefore every fight follow strict rule allow full control every battle play there's also insane amount skill open every character free combine leisure half fun simply experiment game challenge good fair way never felt need look guide thought able compose diverse team hero except maybe hard difficulty play finish classic voice acting also superb ton ton spoken dialogue different choice make also initiate dialogue another team member may open whole different story may reveal character interact world around finally graphic look impressive enough consider game's genre level design nothing complain admittedly game without flaw though summarise minor grievance inventory management still hassle common issue rpgs i'm sure ever game that's perfect regard four party member switch item fro backpack like becomes considerable hassle especially hard discern quest item craft material fluff junk add civic skill like bartering lucky charm increase chance find rare item player group-wide meaning switch item gold fro character yet reap maximum gold good gear frankly bother last two serious nuisance really make game hard without nevertheless fix inconvenience would appreciate furthermore certain skill either useless initiative determine play order fight team mean one 13 12 11 10 sufficient extra point basically lose certain skill provide odd bonus warfare melee orient skill apparantly best damage increase ranger well ranger team huntsman warfare however he's perfectly viable classic need make sure he's position height advantage actually game intend ranger play last least there's way change party member conversation meaning force dialogue probably close conversation starter someone persuasion check need pass impossible player skill pursuasion take lead frequent quickloads basically dialogue team member turn mute unless script take part conversation intend second paragraph long first would recommend pay focus great thing game offer rather minor nuisance give game high rating issue address actually expect tl dr must buy even full price currently well deserved spot 10th best game ever feel free reply review question usually reply rapidly also decide buy game read i'd happy help game play co-op time align update section complete game,"September 28, 2017","156 people found this review helpful
5 people found this review funny"
98,definitely game year one best rpgs every aspect story magnificent combat great smooth interaction game element,"October 18, 2017",30 people found this review helpful
99,early access review even early access os2 drop world fill interesting character fantastic writing tough decision i've already sunk lot time alpha playing replay explore different character area playstyles os1 one favourite game year despite drawback sequel already promise exceed predecessor want rpg rich deep story wonderful gameplay safe hand larian studio,"June 25, 2017","17 people found this review helpful
1 person found this review funny"
100,early access review grow play baldurs gate great rpgs awesome see finally they've put time effort makling certainly turn one great rpg game,"August 8, 2017","30 people found this review helpful
1 person found this review funny"
101,early access review game clear upgrade o play game there's thing need know buy traditional style rpg mean there'll lot read lot explore puzzle game generally quite difficult pay attention old gamer massive throwback game play kid hardcore non stop action game game way rpg fan love get lose ed amazing world game,"November 18, 2016","21 people found this review helpful
1 person found this review funny"
102,summary incredible game advanced party-based crpg engine today great customisation flexibility multiple solution major quest get 10 bear hide visible fetch carry quest really refresh play dos2 pinnacle kind want mwoaarr do,"September 18, 2017","34 people found this review helpful
1 person found this review funny"
103,favor buy asap one best crpgs ever interesting story main character bind unlike dos lot side quest ton thing discover hour exploration fully voice act upgraded ai signature larian humor sarcasm tactical combat riddle combine great soundtrack else ask rpg true masterpiece,February 7,"25 people found this review helpful
1 person found this review funny"
104,great rpg probably one best game 2017 strength lie amusing colorful world intresting serious yet lighthearted fantasy set game actually rough around edge long play polish run last chapter feel rush maybe even unfinished difficulty curve game feel since near start challenge towards end become unstoppable killing machine though many improvement first game still felt first game well focus story well armor system combat system ap management pace pro lengthy rpg large variety skill character customization option dialogue fun intresting lot world building game con overall great game probably goty would reccomend people give first game chance beacuse truly believe good title two character plot point carry worth take consideration play game regardless feel like patch maybe expansion game fix almost perfect do still best example kickstarter success modern crpg classic taste,"December 14, 2017","25 people found this review helpful
3 people found this review funny"
105,buy game king genre opinion downside game overwhelm first get amazing voice acting point story far decent gameplay great look beautiful get,"September 20, 2017","29 people found this review helpful
1 person found this review funny"
106,audience kid everyone casual player pro player graphic potato really bad bad ok good beautiful masterpiece price quality full price wait sale average refund requirments 90 pc minimum medium fast high end nasa computer difficulty need arm ez easy learn hard master hard dark soul game time length really short hour short hour hour 12 hour long 12 hour endless story still good twilight average good fantastic bug game one big bug bug destroy game lot bug bug use speedrun nothing overall bad ok good nice perfect,February 28,"282 people found this review helpful
44 people found this review funny"
107,20h day isnt best proof game awesome nothing,April 16,"74 people found this review helpful
13 people found this review funny"
108,lot already address positive review feel obligate address negative review continually see regard game's difficulty like strategy-oriented game divinity original sin require quite bit premeditation enter combat guarantee success outside tactician mode anyway later game expect use tool give encounter though large issue i've see enter new section game go explore much almost mandatory address guaranteed difficulty creep check new gear skillbooks potion etc available whatever new social area encounter game's economy one character gear toward thievery another set significant amount barter go incredibly long way toward alleviate need almost constantly upgrade gear enter new section game point i'm making game give tool need address gear issue might moment set foot new town go skill book well limit many book learn long commensurate rank associate skill sufficient memory slot equip anyway tl dr game give tool need prepare difficult fight long actually use say ai slouch abuse whatever environmental thing hand devs set great many fight favor enemy mean player onus think party want put together try breeze game many way make strong character o they're almost limitless can't expect successful blindly charge every fight new situation full mast turn phrase offense intend lady that's playstyle dozen diablo clone arpgs well suit frame mind os2 turned-based system reason incredibly reward long apply forethought engagement fact easily best rpg i've play since early 2000s term gameplay panning game difficult non-starter especially hard make lack plan unless course play tactician mode deserve whatever mental anguish suffer almost entirely design masochist like sit bare saguaro cactus that's mean buy stock razor blade whatever would seriously hope see complaint difficulty,"September 30, 2017","131 people found this review helpful
20 people found this review funny"
109,hell game overwhelmingly positive yet,"September 25, 2017","272 people found this review helpful
20 people found this review funny"
110,early access review 76 hour play count early access contain act honestly think need say beside highly recommend game,"February 17, 2017","65 people found this review helpful
1 person found this review funny"
111,away pubg overwatch h1z1 every streamer crapfest come past year finally actual game eat cheese teleport friend middle nest crocodile set whole world fire ever want 12 10,"September 19, 2017","291 people found this review helpful
76 people found this review funny"
112,take first one improve everything good fight environment remove everything bore rock-paper-scissors add everything lack character backstory impact choice yep good perfect damn near,"November 24, 2017","15 people found this review helpful
2 people found this review funny"
113,early access review game straight dream great love rpgs need something new mmo format give immense freedom immerses straight game shoe character fan thing like rpgs lot content freedom immersion definitely one top game ever see wait idiot dumb friends play,"July 6, 2017",23 people found this review helpful
114,40 hour i've finally left fort joy reach mainland say really think quite far turn i've scratch surface depth awesome really first game specific genre play i'm glad take risk incredibly immerse enviroments music story character really feel part world combat deep actually restart game twice happy enough build companion take bit time new series get use class role work build team get hang fairly straightforward negative felt journal give lack direction quest objective general soon stop treat like quest like part dynamic story really matter fail thing wrong that's okay part story often wrong thing get nice loot information help way love,"October 5, 2017","71 people found this review helpful
1 person found this review funny"
115,1st steam review ever game well easy really hasnt game imo release grab like dos2 44 year play sort video game dos2 fresh breath market dictate sale rather content design dos2 wonderfull adaptation old boardgames classic video game like fallout neverwinter night baldurs gate would recomend game anyone look game challenge sink well 40 hr game still havent finshed 1st act solid go buy game star 10 10,"September 16, 2017","50 people found this review helpful
2 people found this review funny"
116,finish game yet,October 1,"23 people found this review helpful
33 people found this review funny"
117,dirty thing lizard,April 6,"94 people found this review helpful
129 people found this review funny"
118,take first one improve everything good fight environment remove everything bore rock-paper-scissors add everything lack character backstory impact choice yep good perfect damn near,"November 24, 2017","15 people found this review helpful
2 people found this review funny"
119,masterpiece wide scope dense feature-rich game easy lose track time get completely immerse writing character raw inventiveness there's never-ending draw see one quest completion try one new ability tactic one encounter explore one location game relentlessly test creativity demand attention prove ability force question decision overall keep give reason continue play never let go one best rpg game divinity original sin trading card art community create artwork divinity original sin burn unlocked achievement,May 7,"43 people found this review helpful
1 person found this review funny"
120,early access review remember day young play baldur's gate wishing could play friend wish thing that's game 10 damn alpha,"April 6, 2017","30 people found this review helpful
3 people found this review funny"
121,early access review game look good far come early access agro really need fix friendly npc character agro battle even fire poison etc stand making try keep several npc's alive fight turn conversation automatically follow combat take damage fire small issue notice occasionally character ability grey battle quick save reload seem fix random teleport bug click move one character instantly move another location far rest,"July 27, 2017","22 people found this review helpful
1 person found this review funny"
122,early access review look roleplay game interesting useful ability combat game look rpg deep involved story across multiple character game look rpg feel powerful also constantly challenge improve skill level game however game bore dialogue game dislike complexity actually learn play game require instant gratification game play like western version jrpg many character join party deep complex story many way affect story combat turn base allow depth combat system strategic option try turn base combat great way try like diablo intelligent adult origin character provide completely different gameplay experience even play class overall rpg give dosii 10 10 curve scale unparalleled modern pc market preferrable recent console offering final fantasy 15,"September 9, 2017","29 people found this review helpful
4 people found this review funny"
123,goty guarantee right,"September 28, 2017","211 people found this review helpful
6 people found this review funny"
124,scratch ich excellent crpg except still can't seduce dragon regardless numerous bug report i've submit edit game release still cannot pork dragon pretty ok guess,"May 14, 2017","29 people found this review helpful
38 people found this review funny"
125,early access review last see i'm simple man see lot negative review fellow russian oppress english hit yes recommend button,"September 14, 2017","395 people found this review helpful
184 people found this review funny"
126,rare case sequel even good original put 100 hour game love nearly every minute love story drive rpgs world roam give adventure every turn game positives myraid way build character opt warden route enjoy freedom veer outside confines usually lock advancement system find elsewhere npc contribution nearly every scene well storyline admit get mod allow take along game would easy rather could experience storyline one playthrough disappointed best character development see rpg long long time big develop world nearly every corner encounter mystery npc adventure clue sometimes even little overwhelming time effort start map everything combat system build upon previous one improve flaw original would grenade area effect arrow hell everything sometimes allow breeze fight require strategy time overt easy tactic quite fight bring strategy game die repeatedly negative puzzle get clever go well outside establish routine solve case work well quite give start reference point even begin solve lead quite bit frustration get compound occasional bug pretty much lead roll back save try different approach avoid bug end big fan anime understand idea ending exactly clean damn one take care thing literally nullify entire purpose game need malady dlc event highly recommend game one best ever play,March 23,"25 people found this review helpful
2 people found this review funny"
127,113 hour still complete main story keep restarting try new build game incredibly fun fan xcom want fantasy background also mod game keep attention long time,July 11,"17 people found this review helpful
1 person found this review funny"
128,product receive free early access review return wild world divinity time source hunt play one racially different heretic ship magician auschwitz weekend help needy elves recover lose orange walk around prison camp fully arm platemail without notice maximum friend hopefully specced main character finally learn true difference magic sorcery really enjoy 15 hour spend game there's dialogue gameplay complexity craft add game extremely functional demo worth support final product im stoke see past act visually game look great theres plenty improvement make gameplay party open door climb ladder travel long distance combination class intuitive natural skill waypoint distribution efficient zone visually distinct make easy navigate there's plenty little secret mystery keep occupy follow questlines like come back finish particular path attempt difficult fight high level without feel like always often find cheese battle puzzle win fairly use increasingly underhanded tactic player free exploit divinity's mechanic refresh change rpgs concern limit ability break game divinity say teleport man slip past lock door beating challenge creative logical way immerse world get addictied os1 quest easy follow plan term follow go next exactly suppose dialogue currently heavy development hostile friendly choice already serve well give influence outcome choice still sometimes nicely ambigious usually offer safe way exit press information choice quest make liberal use previously complete quest conversation suspicious item reward immerse player track objective minimap consistent menu ui recieved much need improvement combat skill already feel mostly balance combination class seem much viable os maybe ap skill rebalanced uniform mobility spell master level o novice everyone spend less time walk around combat basic attack spell ap cost longer high advanced skill spell price logically effect ap teleports technical issue complain 20h playthrough issue change memory slot master spell instead skill mastery affect spell memory skill spell memory allocate attribute stat people like caster action bar full almost immediately bad luck everyone party consistent early regard ability density additionally master level spell cost rare source point cast time cost additional memory slot compare novice adept 2v1 understand memory replace increase point cost system skill relative no-one like buy slot attribute point directly also nature source resource rare necessary open door activate shrine progress story trigger autism mean never want cast source magic lastly loot system stay mostly predominantely randomly generate im hop hand placement become thing devs look put polish game across game player tend collect lot crap complete quest dungeon mean receive unique relevant item give guarenteed reward often get nothing quest cop top tier item fall goon box tl dr hard game complain even alpha one game worth price tag early access,"December 8, 2016","39 people found this review helpful
1 person found this review funny"
129,divinity original sin original sin already good rpg game plenty offer bit skeptical whether larian studio could top boy original sin well first every way safe say divinity original sin one best best rpg year especially u old school pen paper rpg lover rpg's choice consequence development character find many pc rpg's offer kind choice decision action impactful meaning kill npc relate main quest try steal vendor loose access inventory build dream character good nothing crew choice limitless always another way take care duty fail one world larian able put back rpg game another really strong aspect divinity original sin character especially six origin character choose rich backstories amaze voice-acting boot similar dragon age origins origin let play unique character agendas goal want create custom character fret companion journey one piece advice though there's nasty piece surprise wait end act choose build companion carefully far gameplay concern nothing new innovative term gameplay rather refined version already year thing complicate stuff like craft spell combination general idea work breeze game also come amazing soundtrack fit whatever situation additionally vfx sound blood spatter whatever fancy spell fling sound weird creature character come across make fit right place mention entire game voice acted make experience enjoyable especially experience genre first time similarly complaint visuals extremely graphic intensive today standard still deliver visually appeal experience environment look great detail surroundings inside ship cabin open anywhere really amaze overall one hard time find another rpg like one around divinity lot thing right hand larian studio create rpg masterpiece plethora option actually matter rich character story game lot go cannot go wrong buy game whether full price deal verdict 10 p fund divinity original sin go create future larian show u far well worth pay full price something extra effort,January 14,13 people found this review helpful
130,early access review enjoy first divinity original sin owe pick one larian take everything great first game make even well word warn though easy screw dos2 dos1 literally minute game either recruit kill first companion simply depend talk steal mechanic change dos1 guard whoever own item actively seek thief find red-handed throw prison attack simply take steal merchandise depend talk way situation fortunately even choose violent option game still perfectly playable merchant civilian participate fight i'd write think i'll go ahead play instead,"September 15, 2016",16 people found this review helpful
131,originally go review game account hour account however read review want speak piece game change thing previous game series argue make game harder force play certain type character however feel need point force play certain way desire absolute best possible character game people say mixed damage party viable armor system game unaware every character game amount physical armor magical armor armor prevent damage certain effect deplete however friend playthrough game play mixed damage party interested summoner also ability aerothurge pyrokinetic geomancer main ranger focus long range physical damage also dabble pyrokinetic secondary character rogue focus almost entirely physical damage friend's main cleric use hydrosophist warfare act team's tank friend secondary character point show diverse build team sure may effective know fun lot fun playing party get game ask want able create character unique playstyle even necessarily best say yes enjoy game many option however want build best possible character unfortunately likely disappoint need build certain way however something best mean one object good object type mean catagory choice besides one object look build divinity original sin yes one good however play best build think miss entire point game game mean medium tell story share memory play game alone belief true experience game play friend feel free play however desire lead good laugh look back,August 30,29 people found this review helpful
132,kill every man encounter steal everything see father dragon scourge land people call hero rivellon 10 10 get,"October 6, 2017","44 people found this review helpful
20 people found this review funny"
133,masterpiece take around 100 hour finish game world rivellon big allure joy explore every single corner battle challenge fun make use different tactic never get tire fight game balance roleplay combat perfectly rpgs combat fine story character keep play however original sin really care story original sin keep interested time really improve lore roleplaying combat definitely good sequel one best game 2017 two complaint romance effect end amount puzzle game would take lot 100 hour finish game puzzle get wrong puzzle interesting well execute simple puzzle moderate hard one much time play video game since many puzzle game resort use google way i'd like admit romance minor spoiler ahead decide romance lohse end game ask would like travel world can't answer end conversation final cutscene narrator tell spend rest life travel rivellon alone dissapointing game what's story like ability use source powerful outlaw magic magic use god give power game start capture magisters hunt imprison everyone use source take isolated prison island make new friend discover unbelievable truth make interesting alliance try escape island meet dragon witch paladin underground fight arenas demon troll ghost much much also uncover conspiracy astonish secret new divine game play alot like recent xcom game basically turn-based roleplay game worry tho still create custom character choose stats race gender origin story simply choose one pre-made character there's wide variety class choose well favourate melee range magic class also steam workshop modders make really interesting class mod worth check however enable mod able earn achivements humble opinion bit foolish singleplayer game allow fun however want trainer still work leaderboards really support disable achivements mod user minor complaint complaint nonetheless game well optimised run solid 60 frame per second time experience two crash playthrough really notice bug issue visually game lovely look soundtrack marvelous go expect remarkable next gen graphic though game definitely forget time soon want sequel want must play every roleplaying fan fan turn-based genre give go well,October 17,12 people found this review helpful
134,early access review first review ever usually dont say buy game wont disappoint challenge sometimes close impossible gotta use brain make fight easy want game hack slash really strategise setup literally love game write review thank 10 10,"February 28, 2017","41 people found this review helpful
1 person found this review funny"
135,product receive free write positive review one i'v play video game long remember one best game i've ever play right i'm play fourth run picture play couple stop describe game rpg-strategy game explore craft talk people like regular rpg combat system purely strategic character unique story quest plus several custom character specific interaction range skill build manage huge much explore like genre lot playthroughts several hour fun 11 10,April 5,"21 people found this review helpful
1 person found this review funny"
136,early access review close game i've felt table top gaming without everything scratch highly reccomend rpg enthusiast kind,"May 25, 2017",11 people found this review helpful
137,early access review buy game even alpha feel complete stunning visuals compel character arc development fully flesh complicate familiar battle schema game much fun like baldurs gate sex dragon age baby way good decide good 10 10 write first review need know,"October 1, 2016","27 people found this review helpful
10 people found this review funny"
138,early access review game amaze especially play friend much weird fun stuff sooo many area explore hole chest hidden area find definitely fun game play early access review can't wait try final version,"September 3, 2017",30 people found this review helpful
139,story 10 graphic 10 gameplay 10 never think would like turn-based game combat amazing literally anything enemy environment kill whoever want without sacrifice progress impact story gonna advance also create character use pre-made character background story call origins character,September 30,17 people found this review helpful
140,actually best game since warcraft iii release developer really put heart soul game play game 24 nothing go stop whole want play one best game ever make world enjoy every minute spend beautiful world feeling incredible 999999999999999999999999999999999999999999999 10 dont even try argue larian studio best thank guy,"September 16, 2017","136 people found this review helpful
12 people found this review funny"
141,game keep quit game altogether damn tire beaten broken absolute core like gandalf balrog fight lay like roadkill game last stand leave ditch ravenous greedy game industry force violently amputate hobby many year thought return mist mind game publisher make hate game every microtransaction gamble lootbox übergreedy dlc-pettiness rub scummy hand together wait chance turn desperate i'd sell mum's wheelchair able play story single player game wholesale instead disgust piece-meal chunk exhaust ready let hobby die clear head drift forever mindless mainstream middle-aged hobby pathetic rom-coms bad tell laugh sport night team let 20 year straight pedantic tv-gameshow host full ceo board member today aaa game company cry mr newell nowhere see call desperately try summon one time great mythical valve overlord give glimpse half-life new ip last incongruent attempt restore faith great hobby ever know mr newell sojourn evil gate dota many moon ago never see since every valve knave follow future king wake left silence u still care footprint lead dota one lead back vanish amidst consumer forest behind valve village talk another presence whisper fear creep darkness depressive thought artifact artifact wind carry promise terrible omen yet another unnecessary card game come assure deliverance final strike golden charred heart gaming mr newell never appear dark hour heroic saviour lose time space succumb void game industry indifference mind wander valve village lay ruin long time since anyone fix anything barricade team fortress wall counter-life grognard operation pad cell crumble leaving demon hell-outcasts run rampant harass remain villager rumor bad creature even sneak gabe gate dota unholiest unholy joining good evil none hear back either portal temple half-life rust sad metal heap temple guard lie dormant century programmer priests artist acolyte leave work half-life religion valve village ghost town die last together felt body get numb knew close exhale last breath game doom never experience warm freedom pathetic corporate game publisher mind trick never allow experience sheer joy great game torment ceo board member greed close eye make peace everything accepting bobby kotick miniscule loaf-member mercilessly drill inside throat demolish gag reflex time protesting zenimax bethesda pete hines lie lie nose get long longer inbetween butt cheek denounce fact new pay mod system indeed pay mod let poor sigh come term ea horror show drown customer blank-white secrete filthy business decision amount vast could shave chiseled unethical game publisher jawline mirroring reflection soaked forehead nothing matter anymore customer lose single tear run cheek gaming dead go forever embrace darkness mutter final prayer game god old feel last remain speckle life vanish vein game soul ready return home 8bit 16bit playstation pc 80 90 game heaven far away grotesque demonic onslaught hell far karmic injustice game publisher burn industry extinguish last pittance grace ready darkness come movement outside feather light touch eye vague finely tune iota beam shimmer onto eyelid torment weak sight real light light body jolt shine towards distant sky butt-crack ravage throat sore forehead glistening horrible sticky microtransaction dlc dead yet game title come closer flap angel wing descend upon old withered gamer soul could see shape come divinity original sin air around become warm felt life return larian come rescue would let fall demonic creature game publisher overlord would conquer normandy would sail pacific would go end micro dlc could stand way deliver atomic bomb destiny would strenght honour become 2017s goty long live larian new gamer wine future world leader crpgs youthful lord game support developer sell kid dog kidney must support please drop bundle cash helicopter write today give larian something else less creative promise support game year 2017 sorry candidate clever mind firm bottom perky puppy larian sport combinad sas audrey horne beauty elven princess lust thousand pornstars entertain competition worth anymore we're get marry spring invite love life love love game,"September 23, 2017","132 people found this review helpful
95 people found this review funny"
142,early access review well say larian studio tell guy whole new level come make game play hell 1st one ps4 get pc dos2 take everything first game x100 dos2 graphic gameplay customization best music point outstanding ever praise put much love effort game still developer know thumb,"September 19, 2016","23 people found this review helpful
2 people found this review funny"
143,early access review play early access november 7th good new race play pawn full 4-player co-op available alot improvement first game overall graphical upgrade new special ability system bad always feel overpowered stats need rebalancing go full initiative make sure always get play first kill enemy first turn high difficulty obvious huge gap item upgrade pickpocketing still way broken unlimited gold shopitems free magic armor enough stop debuffs enemy easy crowd control stun freeze knock spam ranger still much damage broken first game penalty poor intelligence low magic skill spell always land always 100 chance crowd control warrior rogue ranger hybrid mage pure mage waste whole game revolve around teleport spell simular transportation ability many ability allow escape move enemy never get hit melee enemy always teleport enemy ranger mage infront melee team insta-kill high difficulty almost quest break correct order mean can't explore anything never complete even final quest act start fight character run around position selves awkwardly even pre-set high ground etc run stand somewhere totally unconvenient sometimes conversation always end way matter choose say example argue npc outcome exactly matter win lose argument argument stats intimidate wit intelligence etc matter maxed strenght still lose intimidation check vs coward that's game-designers intend non-direct damage spell need nerfed alot debuff v magic armor system need rework conversation need matter rpg cry loud explore punish break quest craft totally pointless need rework pickpocket need huge nerf since start area best item available alot thing need improve change obviously early access still recommend game really enjoy first one know hope polish one less hop put alot effort balance thing feel like god level high difficulty probably rate game complete nerfed,"November 7, 2016","81 people found this review helpful
8 people found this review funny"
144,post release review nov 23 2017 everything hop simply must play game shame divine sebille declare review must share early access review come listen stay awhile lend ear something need hear game need play even take day explore rivellon dawn till dusk become source-less husk think i'm do imitating bellagar please put away feather tar one line may i'm eagerly await release day awesome game even early access,"December 8, 2016","173 people found this review helpful
235 people found this review funny"
145,feel really overwhelming term wtf suppose skill go comfortable basic really fun able enjoy setting con though difficulty isnt mere less hp dmg enemy change whole attack pattern tactician hard mode hade fight burst group first round ton elemental combo classic normal mode enemy encounter level didnt use element even whole fight feel whise go naked snowstorm idle caribbean beach thats hard normal cant imagine hard mode assume even classic mode get bit hard game continue concidering review take place starting area besides really enjoy game think must buy every rpg penpaper player,"September 18, 2017",19 people found this review helpful
146,tl dr damn crab beach deep character npc skyrim fallout ever gameplay much enjoyable deep example witcher series character relatable funny like mass effect game make salty think stuff one single indie title pro finish 14 hour tutorial edit nvm i'm still tutorial already say game everything right duck love game make belive game industry like turn base combat like isometric point view care much ingame conversation rpg game play friend even cause drama scale mario kart dialogue far monotonic take seriously voice act excellent point find stop listen dialogue even tho finish read ago rewarding brain stimulating singleplayer experience long remember enjoy deep different open way approach different situation ever videogame like see review think buy like expensive buy name source regret meow con can't play accordion steal life,"October 11, 2017","96 people found this review helpful
16 people found this review funny"
147,feel really overwhelming term wtf suppose skill go comfortable basic really fun able enjoy setting con though difficulty isnt mere less hp dmg enemy change whole attack pattern tactician hard mode hade fight burst group first round ton elemental combo classic normal mode enemy encounter level didnt use element even whole fight feel whise go naked snowstorm idle caribbean beach thats hard normal cant imagine hard mode assume even classic mode get bit hard game continue concidering review take place starting area besides really enjoy game think must buy every rpg penpaper player,"September 18, 2017",19 people found this review helpful
148,game amaze complex combat keep pull back story immersive write review warn end game amaze get end game sudden want throw weird puzzle mechanic fit flow game also really annoy bos fight follow combat mechanic yet party boss like 10 thing get back ap action point next turn play lone wolf able reccommended advance player last warning buy beautiful game game still bug many quest glitch result get xp award complete quest large list google time come one quest bug play game others least 10 quest bug worth end,August 3,10 people found this review helpful
149,divinity original sin gem simply love fantastic storyline in-depth character plot systemic combat perfectly make game must-have,"October 12, 2017",19 people found this review helpful
150,play game 15 hour however would gladly replay campaign friend fight arena mode first act despite even even every available quest spent 15 hour game part campaign also happen good replayability every quest finish diverse number way gameplay lack polish balance long ago skill seriously overpower impressive look like go get good story character well write endear game manage make care character meet one quest indicative overall quality conclusion despite current version game short brilliant show lot promise applaud people larian work trust make awesome game know course buy current state want support developpers current state worth 45 update review soon change however edit well game boy disappoint two new playable character fane beast every bit interesting one bring little story line many skill add others re-balanced mod support seem absolutely amaze stuff game-master mode pretty intuitive easy handle bit practice combine mod support think go allow wide range adventure campaign design aspire gm overall ui clunky time well design i'm especially impress larian pull controller control ui require bit get use work great local coop great mean easily play friend could necesaarily buy game overall fantastic game recommend without hesitation,"October 25, 2016","13 people found this review helpful
1 person found this review funny"
151,early access review best damn game market ignore magic physical armor care bear one start end first act make sense game make think go next armor equip spend gold good alpha worth every penny thanks make damn good game,"October 3, 2016",25 people found this review helpful
152,early access review short version game fudgin awsome opinion live original sin hehe dialogue well combat slightly different still fun though attribute still need work ballancing drop multiplayer suck massive cysealean fish gonad almost non-existant host control in-game voice chat could find though organized play probably awesome experience game awesome save happen friend rate game 10 multiplayer 10 review mainly singleplayer gameplay player 24 hour writing review try spoil touch main story quest puzzle gameplay 10 gameplay much like predescessor turn base rpg la classic fallout experience much faster pace fallout divinity original sin difference gameplay divinity original sin action system compact attribute replace make thing simple defence physical magical attack secondary health bar instead reduced character past system give new dialogue dreaded rock paper scissor persuasion system go many see change double edge sword remove familiar aspect game easy learn may intent studio take negative positive good previous system opinion player dialogue change much appreciate especially removed rock paper scissor system character past dialogue interesting suprisingly incredibly useful get minor help npc example would minor spoiler different though much good previous system opinion gameplay combat still quite similar predescessor much fast paced flashy especially new source magic though underwhelming many combat change seem base around new magic physical armor system particularly damage deal within one round combat seem bump lot npc playable character compare old system difficulty around armor system sometimes glare magic much great threat physical attack almost ridiculous amount dangerous magical effect enemies utilize like compare physical debilitation dangerous physical one good thing new system long type armor effect element affect debilitation apply armor bar fully deplete though see negative since actually like willpower bodybuilding system physical combat still good way focused damage one particular enemy devastate one little physical armor well place barrage arrow melee hit dispatch enemy quickly though can't say monster fight playable character unless player underleveled proper well build team still kill enemy level high simplify thing mean well good example bad previous system still okay opinion attribute change weird like dr seuss weird wit good affect initiative perception constitution affect anything health memory affect anything amount spell opinion affect dialogue something combat intelligence problem memory affect combat spell change dialogue combat stuff strength still heavily affect combat useful throw lift stuff combat stuff still overtake telekenessis finesse seem affect combat theivery attribute change pretty wonky compare previous game oh boy i've play organize multiplayer see incredibly fun i've play multiplayer drop multiplayer first impression important especially new player little control host game game base heavily base teamwork tactic voice chat find kick function work properly player rejoin particularly troll greifers help bar proper command console tab host help tremendously add function ban player server option local voice chat help drop play lot,"March 29, 2017","13 people found this review helpful
4 people found this review funny"
153,early access review halibut sheep's chese tomato,"January 28, 2017","216 people found this review helpful
284 people found this review funny"
154,rare example 2018 game use make custom engine split-screen co-op modding tool include level editor full game include dlc cancer game basically hybrid runescape dungeon siege disgaea 10 10 polish,October 11,"16 people found this review helpful
1 person found this review funny"
155,note none actual spoiler hate animal game start game ship sea couple pop-up get started notice sheep pin sheep adorable course want pet sheep right tell cute fluffy wish could pet forever ask tiny piece wool piece wool bad enough i'm stick boat want cut take hint keep walking see dog doggo doggo's always cool must game tell pet can't wait get bite directly uh mean say wtf meant i'm start think take ability speak animal animal make feel like crap ship attack run outside massive kraken tentacle wrap around hull try snap ship half know kraken angry ask watch anime know set-up see one crew get wash shore penal colony sit beach think lucky poke sand stick little crab scuttle hello little crab gonna decide leave rat saw happen like t-talked rat fml guess try learn fit get life get trouble throw prison odd since already penal colony guess technically super-jail anyway find escape tunnel inhabit giant fire-slugs try sneak pass one catch demand know i'm i'm try get hell say that's perfect inform fact royalty need messenger ok basically let pass condition tell people single search giant snot-bug also fire annnnnd i'm,June 20,"60 people found this review helpful
250 people found this review funny"
