label,text
1,"This machine does a decent job of cleaning when it works, but it breaks way to easily for the price, and its not built well enough to justify fixing. Too many cheap plastic parts. Consider it to be disposable if you buy it."
2,This movie was so funny! It's like the best movie ever. The movie is better than the t.v. show. It's SpongeBob but with more laughter in it. So I would give this movie 5 stars!Edward Park
2,"Another installment in the Texas Cattleman's Club series - Silhouette Desire #1547 (November 2003) - ""Entangled With A Texan"" by Sara Orwig. Book summary from back cover:Tied up in knots! How on earth had Texas Cattleman's Club member David Sorrenson been roped into protecting a tiny baby girl? The ex-military man knew everything about security and danger, not infants! Marissa Wilder was the perfect solution. This down-to-earth family gal knew all about children, and agreed to be a live-in nanny at his ranch. David yearned to show Marissa a steamy night or two, even though his high-risk lifestyle had taught him to avoid long-term attachments and his sexy houseguest deserved someone permanent. Living with Marissa was tangling up his emotions something awful, and if he didn't know better he'd swear he was falling for her...."
2,"Do you have a passion for animals? If so, you'll inhale this book. The authors heartfelt emotions can be felt on every page. He clearly adored the animals he cared for over the decades. He described the colorful European countryside, the diverse pets, and the people who owned them in fine detail. Each story is accompanied by an ink sketch that added some warm visuals. My favorite stories were of ""Tricki Woo"", ""Judy The Nurse Dog"", ""Granville Bennett"", and ""Cigar."" What was nice is that since the stories were broken up, you could not lose your place when you took a break. Yet, I only took one because this was a fast page turner. I have had several dogs in my life and these are the most honest depictions of dog behavior I have read thus far. All animal lovers will enjoy this. Time to hug my dog and adopt another."
2,"This is a great book with a whole new way of approaching running. Some of it I intuitively have known and practiced. A lot of it is a completely different way of ""practicing"" running."
1,"my scanner hasn't worked since the day i took it out of the box, installed the software, and the green light is on but when i hit scan it does nothing! looks like it's a dud. lol."
2,"Finally, after over a decade of lackluster singers, Clay Aiken has arrived! His debut album, Measure of a Man, is unarguably one of the best albums of 2003. This album does not disappoint from the opening song to the last. Clay delivers every song to near perfection. His powerful instrument, his voice, resonates through each track. You will find it very hard not to listen to it, from beginning to end, over and over again. If i had to sum this album up in just one word, that word would have to be ""outstanding""!"
1,"What if you live outside of New York? This book isn't applicable for anyone outside ""The City."" Buy a book from John Bridges instead."
1,"Yes, I'm a zombie fan, both real and pseudo. Still, this book is a bit of a snore.Now if the book is about people in survival mode instead, then Moody doesn't seem to understand individual differences and the broad range of ""fight or flight"" reactions at all. All I can figure is that his characters must reflect his own truncated response. And where are the characters with the truly good problem-solving skills? Weak.This was like the time I saw the ""Blair Witch Project"" and was puzzled when the characters kept wandering around in circles. I'm an urbanite and still I kept thinking, ""Why don't you just follow the river back?"" In ""Autumn"" because the evolving zombies seemed to best orient toward noise, I kept thinking ""Why don't you just come up with some sort of simple missile device to create noise and distract these suckers?"" Molotov cocktail, anyone?Real or pseudo, there are much better zombie stories out there."
1,"As a child, I was terrified by these stories and the accompanying illustrations. I was quite upset, upon buying this for my son, to find that the publisher had commissioned new artwork. I'm sure they thought it would make it accessible to a younger audience, and if you're an overprotective helicopter parent who doesn't want your kid to be scared, maybe they're right...but then why buy the book in the first place?I have nothing against Mr. Helquist - he's a very talented artist. But, his illustrations are far too tame for this book. I see no reason to have separated the stories from the original illustrations, and I'm spent the extra money to buy a gently used copy of the original book. It's equivalent to The Velveteen Rabbit or Peter Rabbit with new illustrations...an abomination, and NOT of the good, scary kind!"
2,"If SMB: The Movie hadn't been the first major film based on a video game, it would probably garner more favorable opinions. Think of all the terrible video game movies that came after it! Mario looks far superior in comparison.Overall, I ask that you put aside your vision of a Mario film and clear your mind of the traditional imagery in the games. You will see that Super Mario Bros. was a very unique take on a property that doesn't lend itself to live action film. I tip my hat to those involved in the actual creation & direction of the movie, since there was a lot of behind the scenes issues.Hopefully, we'll see an anniversary edition materialize in a year or so."
1,"Fairly decent ""junk"" reading, full of cliches (e.g. news reporter uncovering sinister conspiracies; romance between reporter and predictably beautiful, spunky, and mysterious female correspondent), and simplistic characterizations (e.g. the Globe's military censor is downright demonic, with no redeeming attributes at all). Best part of the book is its description of the hypothetical Cuban War, and its immediate aftermath as America gradually withdraws from the world scene (some sections are absolutely chilling). Unfortunately, the plot steadily unravels as it plods its way to the disappointingly predictable conclusion (which any half-intelligent reader will figure out by the first 1/3 of the book). Furthermore, too much of the story is derivative of Harris' Fatherland. But JFK adorers, former hippies clinging to the 1960s, and anyone who loses sleep over the possibility that the Redcoats will one day reconquer America will surely love the novel."
2,"I bought this cd the first day it came out and haven't removed it from my cd player yet! Over a year after the release! The 12 excellent songs on this cd never get old, no matter how many times you listen to them. Shirley Manson is one of the best, if not THE BEST, artists out there today. As far as it being one of the best albums ever i agree! Its right up there with my other favorites: Hole ""Live Through This"", Rage Against the Machine ""Evil Empire"", Live ""Throwing Copper"", Smashing Pumpkins ""Siamese Dream"", Beastie Boys ""Paul's Boutique"", Pearl Jam ""Ten"", and, of course, Garbage's Selftitled Debut album!!!"
2,This album is definitely one of the most terrific ones in the jass history. The sound stucks in your brain and let you fly to an other dimension.Also the quality of this vinyl version is great.Enjoy.
1,"I am a huge fan of the Tomb Raider series, and have played all five other games on my PC. I love them. I was so excited to get this one, and sooooo disappointed with the quality. Glitchy glitchy glitchy. Do not buy this game. The controls are terrible. While all other 5 games play out smoothly, this one is slow, stalls, goes blank some times, and takes minutes to load to new chapters. Now I don't have a fancy schmancy computer, but I have been able to play all the other games on it just fine without any hitch. This is just crap. It makes me feel like I have to go buy a $2000 computer just to be able to play this $30 game! It probably runs better on a PS 2, so if you have one of those don't bother with the PC version. Thanks a lot Eidos, I totally wasted time and money and am warning future buyers to BEWARE!"
1,"The dimensions of the miter slot are not provided for this item. Probably because it is undersize. The dimension is 1/4"" deep x 3/4"" wide. This means that any standard miter gauge or sliding shaper jig, will ride high and rock side to side with no table support. The miter gauge supplied is all plastic and is a grand total of 3"" long.It is also difficult to adjust the extension table sections low enough so that they do not interfere with the sliding miter gauge or shaper jig.The only plus on this set-up is a large, easy to access on/off switch.I don't understand why anyone would manufacture an item with so many shortcomings, when it would be just as easy to make the thing right in the first place.The best use for this product would be to mount a non-functioning router, and give the set to a child to play 'Carpenter' with.PS: Shipping was very expensive, ie: 50% of the cost of the item."
2,"This desk is definitely worth the money. My daughter wanted a white desk with a hutch and had picked out many over [...] not including the chair. I ordered this one without her knowing and at first she was upset because the hutch is not that big. But once it was assembled she loves it. She is 8 and loves the little cubbies in the hutch. Everything is packaged nicely and there was not one scratch or ding or funny smells. The hardware had everything you needed (no extras) in separate baggies for the chair and desk. I put it together myself in about 1 hour. We did replace the knob with a blue glass knob from the hardware store just to make it a little more unique I guess and it looks great. With free supersaver shipping and no sales tax, there is no better buy out there. Trust me, I have looked!"
1,"Musk Dogs...Fountainheads..and a spaceship that's been on the grill to long..Two crabby women that fight for 50 freakin' years or is 18,000 years! Yes I finished the book..I know why some wanted to leave the ""structure"".Granted the first part of the book is full of promise, chasing down Janus and the problems that ensue...but then the wheels fall off. Read the first 1/3 of the book then pick up something else."
2,This is great dela because you save almost $8 on this box if you were to purchase 2 boxes at the store. Now we have diapers for twice as long for less money! Will buy again for sure!
2,"I have been in love with this book (and the entire series) since I started reading it when I was eleven, five years ago. Ayla is the ultimate heroine, yet she is totally human, real, and touchable. Auel's extensive research allows her to paint a stunning picture of prehistoric earth. Her characters fit this picture perfectly to tell the amazing story of one young girls life. Malinda Brow"
2,It's Thomas! Kids love it. I can tolerate him better than Barney or those Wiggles. Still sounds so odd to hear George Carlin narrating a children's movie...
2,"This item arrived well packed and undamaged. It looks exactly like the picture, was fairly easy to assemble and is sturdy and well made. Of course, it is an ""assembly required"" piece of furniture, but once put together, it looks like a really nice quality piece. My daughter loves it. It is sized for a child, and is too small for an adult. I think she'll be able to use it through age 11 or 12. It also has a convenient hole in the back of the hutch for her computer wire to poke through. I looked at this item EVERYWHERE including eBay, and Amazon was the cheapest of all. The chair comes included, so don't buy an extra chair separately!"
1,"Quite aside from the historical gaffes-- which are many and well documented by others-- it's a really lousy movie because the characters are so clumsy. Everyone is nasty to everyone else. Bad attitudes pass for 'drama.'I thought it was the worst movie on the subject of all time, but have recently seen the newer ""The Red Baron."" While that movie has much nicer airplanes, it has its own long list of historical absurdities-- I think it 'wins' the race to fairy tale.But on top of that, the dialogue is so silly and the editing so chopped up that you can't even follow the storyline.So ""Von Richthofen and Brown"" is only the 2nd worst movie on the subject. Still awful."
2,"This was a great movie, although not quite as good as the first one. I would still recommend for those Narnia lovers to buy it, just be prepared to be slightly confused from the skipping of books and information. It all makes sense at the end, but you may have to watch it several times for everything to fit with the first movie. If you've read the books, it's no problem, except if you're like me and haven't read the books since you were in 4th grade. Still good though, love to see where the kids end up."
1,"When new, these were great, but everything being offered for sale now has been sitting on the shelf for a very long time, years in fact. Batteries this old cannot be charged up again. You're just buying a paperweight!"
2,"Nuel Emmons is the author, so these are his words. He only translates into readable print what Charles Manson is trying to relate to us. I have no sympathy for Manson, being where he is, as he is a grown man and is responsible for his own actions. He cannot blame his childhood for the mistakes he made as an adult.However, I do feel sorry for Charles Manson, the child. Growing up, he was totally confused, and I do have sympathy for him at that stage of his life. However, anyone with even a SHRED of common sense, knows you cannot think like the adult Manson and get away with it for long."
2,"I purchased this workbook for use with church groups during Lent. The narrative was instructive and the use of scripture and other sources was relevant. We especially liked the suggestions for using each lesson throughout the day. We had our last session today and the feedback was very positive. Although we met in groups of 4 to 6, the workbook would be good for an individual also. However, the group setting encouraged more commitment than a person alone might be able to muster"
2,Adam and Drew really do have chemistry together! This movie is funny and romantic at the same time. I've really enjoyed watching it!
1,"Be very careful in dealing with this kind of material! First of all , it does not work! I was having a very hard time..health, financial..especially financial. These books are not only a waste of time and money..things actually got much WORSE!"
2,I wanted an in ear blue tooth headset but couldn't get them to stay in. these made it work!
1,"I waited anxiously and patiently for the video release of Prince Caspian. As someone who has read the whole Narnia series, I was greatly disappointed in this movie. Yeah the special affects were cool, and most kids will probably like the movie. But this movie deviates so far from the original book that it would be easier to list the similarities between the two. Anyone who is a fan of C.S. Lewis' books should not waste their time seeing this."
1,"My Panasonic over-the-range microwave only lasted 1.5 years before it died on me. Panasonic wanted me to uninstall it, bring it to them and pay too much to have it repaired. It wasn't nearly as good as my GE over-the-range microwave which lasted more than 10 years!"
1,"This book was somewhat of a disappointment. The author started out well by describing a number of God types that are accepted by many, but don't really exist.Unfortunately, when it came to explaining the God that he thought did exist, he went straight to the ""New Testament"" of the Bible, and limited his views to a rather fundamental Christian concept. He ignored the other valid religious ideas and stuck to the ""guilty until proven innocent"" point of view of most of the Christian world. An infinite Creator/Creation cannot be understood by any limited idea, especially one that insists on taking scriptural writing literally."
1,"Got two kids have used tons of diapers from various brands big and small - but was never appalled at its quality like my experience with this one. These diapers invariably leak on a regular basis and seem to have very little absorption capacity. Its hard to believe that this comes from Pampers, I have been pretty satisfied with them in the past. I hope this is a one-off, but it does make me a little apprehensive picking up Pampers again."
1,"This was a Christmas present for my son. I am in complete agreement with the other reviewers. It seemed like a great starter camera for my son and the price was right. But it is completely useless*********** Save your money!!!I followed the instruction on the software CD provided (more than once). It seemed very simple but when I open the Dual Camera software, it will show me the pictures in the camera, but then locks up. The program becomes unresponsive. I have been working with this for hours and am completely frustated. If any one has been able to find a way to get the pictures downloaded please help!!!!!!!!!!!"
1,"this is a really pretty ring, but, since it is ""rolling"" type ring, the gems fall out quite easily. Also, there are two gold bands, and one silver band, instead of three different colored bands (gold, rose and silver, etc), which would have made more sense. The two gold, one silver just looks odd. I got a lot of compliments the first few days I had the ring, but after that the gems fell out, so, I don't wear it at all."
2,"This is a fantastic life after death experience written by a physician, whose credentials give greater weight to his testimony. He leads up to this miraculous event by recounting his life experiences, a bit of biography. I thoroughly enjoyed this book and it encouraged me tremendously after the recent death of my son, who had also proclaimed his faith in Christ before God took him. I enjoyed the book so much, I read it twice."
2,"It is extremely rare to see so many world famous super artists performing together in the same concert doing some of their greatest hits - Elton John, Sting, Mark Knofler, Carl Perkin, Eric Clapton, Paul McCartney, Phil Colins etc. You must own this DVD before it is out of stock. I would have given it 5 stars should the audio recording be slightly better. Go and buy this one with confidence. I am sure you will not regret."
2,"i read this book a little over a year ago when i was 14, this book was so good and it was told like a story not just from some 3rd person view, i felt like i was in the books world it was that good, this book kept getting more and more intriging as i turned the pages i think if i remeber correctly i finshed the book in 4 days, cause it was so damn good... i hella recomend this book to everyone, pretty scary too and i liked the pictures"
2,"this book was amazing and truly touching . It is about courage, love, faith, and our American history. It gave another side of World War 2. It showed that you can find a friend in the most unusual places and that it is always good to look."
1,"and when i say this i dont mean it to be used as entertainment or for enjoyment. when i first heard chop suey i thought the band would be worth a shot. when i popped in the cd i thought my dad was yelling at me, but it was only the music. the album is nothing like chop suey, only one other song is remotely good #8 i think. i like bands like offspring greenday ect., even rob zombie & limp bizkit. so if u like that kind of music then dont waste your money on this recording of rythmless shouting. and when i say the album has one use, it makes a nice frisbee"
2,"Romeo & Juliet is a romance novel. It's a story that will make your heart sink. This magnificent couple had such a strong love for each other. It was so strong that they died together. In the beginning it was crazy how they are enemies and they want to be together but it's hard to because what they are doing is wrong to their families. At the ending they died together with their love stronger than ever, it's a heartbreaking story, wishing that they would live happily ever after.I really enjoyed this story, although I do wish that they could have lived to be together and in love."
2,"This was purchased as a Holiday gift for our 2 1/2 year old. She is very artistic in nature, as are my other two older children (ages 9 & 11) and they all play together when this gets whipped out. It's great for when I need a little time to do some sewing to keep the kids busy for awhile.Sometimes mom gets in on the creative action as well, and then we end up playing for long times, strengthening our bonds.Much better than sitting in front of the TV or computer.The only subject I would mention that could use a little improvement is maybe an idea sheet, like a how to, to give the kids a jumping point on creativity with what is included in this package."
2,I use this at work. Turn it on before you go to get your coffee in the breakroom. Best if the cup/coffee is already warm.
1,"This product does not fit tightly. It tends to fall out of the plugs it is attached to, both at the computer (the male end) and at the cable (female end). Complaint to the provider went unanswered. We will have to buy a replacement."
1,"i like the Hot Boys and really like Juvenile, but this is not good. the only thing good is ""we on fire"" and ""I need a hot girl"". just download those 2 songs onto your Ipod and skip this album."
1,"This movie is poor. Very poor. It seems like some art student got ahold of the idea to do a movie about Kurt, and ""went to town"" with the idea. This movie has NO dialog. I kid you not, NO dialog. I understand what they are trying to do... show all the ""strife"" and ""pain"" Kurt went through with his drug addiction, but this movie draws it out for hours... with no plot. And to any Kurt Cobain novice will have no idea what the hell is going with this movie."
2,"Measure of a Man is one of those rare CDs where every single song is worth listening to! A mix of uptempo pop and ballads, this CD provides a range of styles to showcase Clay Aiken's amazing talents and prove once and for all, that he is a true pop superstar.I'll be listening to this one until my player wears out!"
1,"I purchased Pampers Baby Dry size 4 thinking it was a good price for the Brand Name. However, only a couple hours after placing the diaper on my baby, it began to leak through the front panel. The diaper was hardly full, but my baby's clothes were damp. These diapers definitely don't make it through the night either. All the diapers in this box have been this way. Maybe my Pampers box was a just a lemon. Good luck."
1,"My title says it all.I am running Windows XP with all service packs. AMD Athlon 64X2,4 GB Ram 2 hard drives, tons of free space."
1,"Bought this for the Christmas lights 1 for outside and one for the tree,works great EVEN WITH EVERY OTHER REMOTE YOU HAVE WILL TURN IT ON OR OFF,AND DRIVE YOU CRAZY!!!!THE CAR REMOTE/ GARAGE/ HANDY SWITCHES ALL TURNED THE LIGHTS ON"
2,"I read this book after coming blind to the foundation books - I've never read Asimov in a novel before. I've noted how Asimov, when writing the books, was very much a part of his time. When a character doesn't smoke, it is a character trait to point out where everyone else smokes by course. Also, sexism is taken for granted, and when a female character assumes to be treated with equal rights it is a place for comment. I had hoped that we would have found better ways to get high and allowed more equality that far into the future, but I suppose smoke 'em if you got 'em.Anyways, I like this book better than the previous one because there are characters that you can root for and unexpected jerks in the plot-line and a more linear narrative based on the fact that a lot of the exposition is out of the way from the first book. I now cannot wait for the finale of the original series and debate weather to read the other three ancillary books that Asimov wrote later."
2,"Young, Fresh and Strong Talent here! From start to finish this album carries lots of energy. Tracks ""En Mis Brazos"" & ""Si Me Dejas"" are guaranteed hits. Whether you appreciate musica latina and/or enjoy good music you cannot go wrong with this album. I am anticipating these melodies to hit the clubs and car tunes soon!"
1,"Till now I've never seen a bad Nicolas Cage movie, this would be the first. We kept hoping it would end and will never watch it again."
2,"The Saris bike rack worked out great. I had borrowed a three bike Saris rack from a friend and decided to get one for myself. I only needed a rack to carry two bikes so thats what I ordered. When it arrived I was taken aback by the fact it wasn't quite like my friends although it looked exactly like it in the online picture. It only had one upper arm rather then two like my friends. Over wise it was identical. I almost sent it back but decided to try it out instead. Glad I did because my concerns about stability with just one upper arm was quickly dispelled. Great rack, rock solid."
1,"Player 5150 is close to the top of my ""Eject Immediately"" heap of flicks.It's a wonder to me how a movie like this gets past a pitch meeting! Maybe an explanation is the lowering cost of actually making a movie - something excruciatingly evident in the low-budget look and feel here. A patchwork of cliche-rich dialog and awkward borrowing from other films, this DVD is barely watchable. NoPushover recommends not gambling on this one."
2,"A few years ago I bought a second hand copy of this book. During this time I must have read it at least once a year. I like it that much.It is a book about what humanity could aspire to become if we can put away the mistakes of the past and present.The arguments I've read that this is a unrealistic fantasy.... this is a book of fiction that portraits the thought and maybe the wishes of the author. You can agree with them or not.This is one of the few books that I would recommend to a beginning SF reader. It is not too difficult and a pleasure to read, and unlike many other books you are not left with a feeling of light depression because every main character died or had some other terrible fate happen to them.If you are interested in other works of Mr. Hogan I would recommend 'The Giant Novels' and 'The Genesis Machine'."
2,"First airbed I received had a leak, sent it back and got the next one within 4 days. Super convenient to have the built in electric pump and super fast to inflate. Takes a bit of an effort to deflate, but that is expected for pretty much any airbed."
1,What a disappointment. I can't believe how cheaply made this book is. I am glad I got in on sell or I would have returned it. The caring case is a zip lock bag. The pages can be easily ripped off. The pages are not plain paper and you put a mental page behind the story page. I could have do this on my own with the cheaper and FULL version of this book. The Magnet letters are VERY tiny. It really wasn't even worth the sell price. I'm a home daycare provider and I really feel ripped off. Shame on the makers of this book. The are some wonderfully made Magnet learning books by Top That! Including Counting with Magnetic Numbers (Magnetic Play and Learn) I wish I got more of these books instead
1,"I have been trying to find videos I can play on my Amazon Prime Roku box for my kitties. I have one really great video, Feline Frolics, which I Highly recommend. This one, however, is terrible. It starts out with a bunch of ducks and goes on and on and on and on..with the ducks. The sounds are ok but get very annoying after awhile. They have, of all things, a turtle. ( blinks) I am not sure why they have a turtle..They also have a crocodile.. and only 1 short scene of an aquarium!! ~ and that one was at the end. The scenes are entirely too long to keep my cats attention and are exceedingly boring. I am SO glad I didn't purchase the full version. Do not waste your money..... Amazon please find more cat movies to show on PRIME.. I love the Frolics one!!!"
2,"Feinstein's books are always a good read and this one is no exception. If you want to know more about what it takes to put on a major golf tournament, this is your book."
2,It is a good headset in terms of clarity (incoming sound). Outgoing voice is a little low (according to some listeners). Battery life is fair.
2,Like other reviewers I also grew up watching A Charlie Brown Christmas when CBS showed it every December and I liked every minute of it including the heartwarming speech by Linus about the true meaning of Christmas and I think this is a great Christmas cartoon but I was disappointed with the extra feature cartoon It's Christmas Time Again Charlie Brown because It was very uneven and choppy!
2,I really loved this book! It has my second favorite pair of soulmates in it (Ash & Mary-Lynette being my favorite). This book reminds me a lot of my favorite show 'Buffy the Vampire Slayer'. I think they even mention the movie in the book... Anyway this book up there with my top 5 favorite L. J. Smith books. They are all so good that it is hard to decide an exact order. so if you haven't read it yet then I suggest that you do.
1,"I have to admit that I have real problems with books that lack editing. This is a case in point. This book is difficult to read because of all the grammatical and spelling errors. Misplaced modifiers abound, too. Perhaps these errors have been corrected in subsequent printing, but at least, the one that I read had multiple errors on nearly every page. By the way, what is with spaces between paragraphs?Living on the North Coast as I do, I understand that people living in Ohio might find the story intriguing because of the subject matter; however, I found it difficult to enjoy the story because of the stilted conversations and implausible situations."
1,"I bought this because I needed quick access to this classic for a paper I was writing. This is a very poor representation of this remarkable book; cheaply printed, no index -- junk! Don't buy it! totally useless for anything except a quick perusal by people who don't know any better!"
2,"joyful and scared by my absolute ignorance on the matter...This book is so complete, that I lost my fear, kept my joy and never needed another one!"
1,"How this man has managed to write so many books while knowing nothing about 1) travel and 2) archaeology is a mystery to me. First he shows up in Jordan with no local money on a Friday (you'd think someone passing themselves off as a knowledgeable traveller would have figured out banks in an Arab country are closed on the Muslim sabbath) Then he continues on with a series of quack theories about aliens, and technologically advanced ancient civilizations, and harps that make rocks float. There not even good quack theories, like Hancock or Buval (who, while equally worthless, at least make an attempt to back up their theories) Read something else."
1,"I purchased this item last year and have used it about 5 times. While steaming some tamales last night, not only did the pot turn my oven covers completely black (currently soaking in baking soda and vinegar) but upon further review the bottom lip of the pot is completely separated from the remainder of the pot. What the heck? I am going to throw this in the dumpster now. Unless you guys will refund me. * After posting this I got a positive email from the company. Thank you guys"
2,"I received my zen garden yesterday, I really like it. For the price it is great quality. Also mine did not fall apart out of the box as others were saying. I was impressed with the packaging. For under $14 this is a great value. It is sitting on my desk at my office now."
2,I wasn't sure if this was a novel for preteens at first glance. But upon finishing it did surpass my expectations. Of course I do love almost all fiction novels. Any book that's can get lost in.
1,"I usually love Pampers, but the Baby Dry Pampers really irritated my little boy's skin. He didn't have any leaks but the angry red marks on his skin negated the leak free aspect. If your baby's skin isn't super sensitive, these would be great but if your little one has sensitive skin, skip these and go for the Swaddlers."
2,Thisd just is the key text of 20th century philosophy. Written in aphoristic style and heavily reactive to the conversation between Frege Russell and the early Wittgenstein that gave birth to contemporary analytic philosophy it is a must read (in company with some of the texts from those three authors). Nobody should remain unchanged in their thinking by reading and striving to understand this work.
1,"I ordered this clock. The first one sent to me did not work at all. The replacement worked until 4:40 and stopped. Every time I would reset it, it would tick until 4:40 and then stop. I can not recommend this at all. It's too bad because the dinosaur matched my sons room theme really well."
1,"This book was very disappointing, by the title you would think that this book has useful information about the different religions and how homosexuality plays a part in that religion. I could only force myself to read half of this book before I got sick of the author constantly talking about homosexuality as humiliating and ridiculous. Having researched Native American tradition and Wicca I have come to know that neither of these traditions look down on homosexuality as being humiliation or ridiculous. This book is not at all what it appears to be."
1,Creates a big mess. It's also pretty small so it gets very boring after a while. I've had it for like 6 months and used it twice. and that was the first week i got it.
1,"As anyone can clearly tell from the reviews, this bundle (which is three existing DVDs shrink-wrapped together with a sheet of paper bearing the ""cover"" image rubber cemented to the front -- not a space-saver) only contains the rated cuts of FEAST II and FEAST III. However, TWC has seen fit (finally) to fix this decision by quietly releasing a new DVD. The revised set comes in a single, regular-width DVD case, and all three discs are the Unrated versions. The UPC for that version is 883476028965, and it can be found at many Wal-Marts (right now anyway) for $10. If you want a space-saving, all-Unrated way to get the FEAST movies for cheap, track down that one and pass on this one."
2,Helter Skelter motive is a little far out. Real reason for murder was a copycat of Beausoeil's murder of Gary Hinman.
1,"Ordered a Halti training collar and received, on time, a Holt collar. Called seller, not respones. ""Returns require prior authorization code,"" but request was routed to a ""mailbox full"" number. No follow up from seller."
2,"His forecast (in 1948) that over-efficiency of machines would eventually undo supply and demand economics came true in Fall 2008 when it suddenly became apparent there are too many car companies producing too many cars. With not enough wars to take up the slack every manufacturing job is now under threat. In Oceania FEAR of competing economies (and terrorists) paralyses the confidence and asperations of the middle-class (the Outer Party).None of which concerns members of the Inner Party. Not as once surmized politicians or dictators but the BANKING ELITE. As faceless bankers can make or break the fortunes of billions of proles around the globe it is they who have assumed the mantle of unlimited uncontrollable POWER.Can there now be any doubt, with the disintegration of General Motors, his prognosis that machines would lead to social unrest rather than increase communal wealth was finally proven 100% correct - 60 years later - in 2008?"
2,"Though ""The Big Picture"" was more of an atmospheric album to listen to and not a chartbuster, ""The Road To El Dorado"" Soundtrack is an exeptionally unique mix of songs I've never heard Elton create. The upbeat ""El Dorado"" is one of the best Elton songs in the last 5 years. Without judging Elton by his style of writing and earlier works, his songwriting is so different in this album that you wouldn't believe Elton could've possibly written it. This just proves the vastness of Elton's songwriting talents. Elton's voice is in fine form, and this CD is a must buy for not only Elton fans, but those who want to listen to an album that's both unique and creative."
2,"I read this book years ago when it was newly published. I passed it around from friend to friend until my copy disappeared. I consider it the best psychological thriller of all. Thanks,Amazon"
2,I had no idea the Manson family was so much more widespread than the one murder everyone hears about. Mr. Bugliosi does a great job presenting the history and breaking down the various individuals involved. A really riveting and informative read. Would definitely recommend this book.
1,"Oh. My. God. I remember when Tomb Raider first came out, and my husband and I got it on the original PlayStation. It was great, for 1995. We got Angel of Darkness for our computer, and WHOA! It looked like Eidos had REGRESSED! The animation is choppy, jumps (basically all moves, in general) are hard to control and judge, and I read on a review for the PS2 version that you'd better come to love the phrases ""save successful"" and ""load successful"" because that's what you'll do, over and over and over! It's completely ridiculous how bad the game looks and plays. Holy cow, and the Glitches! At one point in the church, if you move Lara to JUST the wrong spot then the game gets stuck on the two boxers in the ring fighting, and you have to reboot the computer to get out of it! This game wasn't even worth the discounted price I picked it up for. Don't buy it, it's a trick..."
1,"I have some acne scars around my face and I was hoping that this product would provide any assistance with it.It in fact did nothing to the appearance and through the weeks that I used it, I started to even break out in acne. I had more acne appearing on my skin than the months preceding this product. Completely disappointed but what can I expect from products in America"
2,"With Continuum being the last entry into the Stargate SG-1 story, they do a good job of tying up the one real remaining loose end, namely Ba'al. He is up to his usual tricks of trying to take over the galaxy and the SG-1 team is again tasked with saving the day. Like a lot of the episodes, SG-1 gets itself into a pretty deep pickle before finally coming through in the end, but it's a good story and certainly worth watching. But, like all of the Star Trek movies that came out after the show's finale, this movie is just a longer version of an episode that might have aired on the SciFi network during the show's run."
1,"This movie is UNACCURATE! Stupid! Foolish! Laughable! Not like the games! How? Here's a list of what was bad about this so-called ""movie"":*The Goombas are tiny brown mushroom-like enemies not dinosaurs!*King Koopa is human!*The Mario Bros. do not live in Brooklyn in the games!!*Bowser (King Koopa) has a wife*In the games there IS no Dinosaurcity! It's the Mushroom Kingdom*Toad is not in this movie (dumb)*Yoshi was more cartoony and can talk in the games*More than HALF of the enemy characters are missing in this movieAND MANY MORE!But don't panic you'll get a good chuckle from the EXTREME bad acting! Seriously even Nintendo hated this movie!Overall: Is Super Mario Bros. bad? Of course not! It's not a bad game! It's just a bad movie. (...) If you want a splendid adventure then stick with the games."
2,"Released in '80 'Dream Stree Rose' was Gordon's fourteenth album. I happened to be dating seriously at the time of its release and thought this girl might be the one, so I put her to the test. I gave her a copy of this album along with one of his early releases; 'Back Here On Earth.' I told her ""You'd better learn to love this music if you want to keep dating me"" (stupid, but absolutely true).She loved it and we will be celebrating our 25th wedding anniversary this coming August. Ahh... the power of a true poet. Thanks Gordon!'Dream Street Rose' contains -10 tracks- of solid Lightfoot compositions, my favorites are; 'Ghosts Of Cape Horn', 'Whisper My Name' and 'If You Need Me.'"
2,"I disagree with the other reviewer. I think the title describes this book beautifully, because the alcoholic adult in the story WAS ""just another kid"" and that's the way Hayden treated her. I found this a deeply moving book. It is easy to love and want to help small children, even difficult ones. It is harder to have the same kind of feelings for adults. That Hayden showed so well that adults are ""just other children"" was beautifully done, I thought."
2,"Let me say that I have the first album, and love that, and this is just as good. It's got the same attitude and is still heavy. It may have a few more slower songs, but they're just as good in their own way. If you liked the first one, you should like this one, and if you're a fan of hard rock, then you should like this."
2,"My Sister and I when we were little used to love to sing along with Books and Tapes in the Wee Sing Series, especially this one, because we have always loved to laugh. The Wee Sing books and tapes will take children into a world of fun, they can learn wonderful things from these tapes. However, it never has to seem like learning. That's part of the magic. For on these recorded tours, your childrens tourguides are singers and actors. If you have children be sure to buy this tape you'll laugh your head off with them. My sister and I eventually outgrew these tapes, but I kept them, even copied them onto blank audiotapes so I could give them as gifts to people who have children. Now if only Pam Beall and Susan Nipp could make a sequel to this one and call it Wee Sing More Silly Songs."
