,review,post_date,useful
49,EARLY ACCESS REVIEW -Bought and installed the game -Listened to the main menu music for an hour before realising that I have a refund timer -Spent fifteen minutes on character creation -Loaded in game -Talked to first Magister chick -Got suckered into trying to using a spell on her -Failed miserably -Felt embarassed so I reloaded -Found a crime scene -Talked guards into letting me enter the room -Talked to Magister lady in room -Stole the dead person's arm -Realised I could eat arm -Ate arm -Got told elves had special powers for eating limbs -Cursed silently(was playing a human) -Started new playthrough as elf lady -Retraced steps to crime scene -Ate arm -Had visions -Too late to refund -Oh well -40 hours go by -Satisfaction 10/10 would eat dead person's arm again,"September 7, 2017","329 people found this review helpful
322 people found this review funny"
50,"Divinity: original Sin 2 is a strong contender to ""Game of the Year"" and with few meaningful tweaks it could easily compete to rank among the best RPGs of all time. Like for its predecessor, its strong points are the massive amount of player agency permitted, one of the best turn-based combat systems in the business, a great degree of environmental interaction and very solid encounter design. Disappointingly enough, this sequel fails mostly in the same area that hindered its predecessor: itemization and stat bloat. Larian's stubbornness with randomized loot over unique and hand-placed items means you'll never get rewards that are meaningful, just generic items that can drop anywhere or pop in any merchant's inventory at any given time. That kills a lot of incentives to bring down strong enemies, solve quests and explore for hidden treasures: when every action can potentially get the same outcome, it doesn't really feel like accomplishments matter that much. On top of that, the problem with stat bloat emerges few hours into the game. While the problem presents itself from the beginning (by the time you'll get all the pieces of the first armor set in the starting area they'll be completely obsolete), it becomes genuinely grating past level 14-15, as you'll quickly get to the point where the jump in values at each level will be so ridiculous you'll literally double your HP/damage/armor values, etc. This essentially forces (well, strongly encourages) the players to replace ALL the equipment for his entire party at every level up. That's not just annoying and a bit pace-breaking, but it also has the not irrelevant side effect to make you feel like no piece of equipment you'll find, no matter how strong at that given moment, gives you any long-term value. There were surely better ways to handle these aspects, even just looking at the past. This game with the Baldur's Gate 2 itemization could have been a all-times classic.","November 25, 2017","80 people found this review helpful
7 people found this review funny"
51,"EARLY ACCESS REVIEW I played the first Divinity: Original Sin, and now I have played Divinity: Origin Sin 2 to completion (or to, at least, completion when it comes in terms of what is available in the alpha), and yet I am considering picking it up for a second run. The combat of this game is excellent, and - I believe - is its shining feature. And if you think you are particularly good at it there is now even a PvP arena in DOS 2. With that said, if you did not like DOS 1, you will probably not like DOS 2. The game is the same formula, practically the same combat system (with a few improvements and a few setbacks), and really the same story-quality of the first game. You might find the story a little disappointing if you bought into all the hype that Larian threw down about hiring so many writers, when really what you are looking at is pages and pages of written dialogue (no voice acting) that you will probably begin to skip through six hours into the game. And I say that as someone who loves books (Andrej Sapkowski's Blood of Elves is sitting right next to my keyboard). But, look on the brightside: it's still early access right? They could improve it... well, at least we can hope. While I certainly have enjoyed DOS 2 for its combat, graphics, and character design... the story is not going to win any awards if it stays in its current form. If that is going to be a deal breaker for you then I suggest you wait until the game is finished and see how it is then. But if a badass combat system is enough to draw you in, then I'll see you in the arena! (Oh, by the way, I should mention that the lizards in this game look really, REALLY badass... and sexy. :3)","September 20, 2016","37 people found this review helpful
7 people found this review funny"
52,"The player acts, and the world reacts. Complete freedom in character appearance, abilities, personality, background, weaponry, even music. Compelling dialogue and choices with real and distinguishable effects. Multiple ways to progress through and finish major quests. This is how RPGs are supposed to work: total player agency. An excellent and worthy successor to what was already one of the best RPGs ever created, Divinity: Original Sin 2 is perhaps the foremost of Game of the Year contenders and will remain one of the benchmarks of RPGs for years to come.","October 11, 2017",65 people found this review helpful
53,"It is one of the best RPG for PC since Baldurs Gate 2. If you like games like X-com you will love this one. If you liked games like Pillars of Eternity you will also love this game. It also is the closest approximation of Pen and Paper brought to live i nice graphics for PC. You really can't go wrong with this one. Buy it now! Support Larian, they are great and make awesome games :D","September 15, 2017","65 people found this review helpful
1 person found this review funny"
54,"waited 2 days deciding IF i wanna buy it, not my kind of game genre but still looks good... ♥♥♥♥ it lets buy it, fast forward: 44 hours gameplay later i cant stop playing, and i will play a second and third time and make other choises because it changes a LOT, also the story teller does an amazing job doing his voicelines, its like reading a book, printing everything he says into your imaginary with the stuff you see, they save animations and deliver good feelings, ai laik it","September 19, 2017","51 people found this review helpful
1 person found this review funny"
55,"EARLY ACCESS REVIEW If there is a game dev of the year award, Larian Studios deserves it, hands down. DoS was already an amazing game. But this... this deserves some recognition by the big boys. Best of all? They are their own publisher, and they deserve every cent we give them, for such a gem to be in our libraries.","September 3, 2017",72 people found this review helpful
56,"Surpasses it's predecessor in every way possible, especially in the quality of writing/dialogue. Best RPG since the crowd-funding craze started. (if not ever) 2017 GOTY","September 14, 2017","103 people found this review helpful
5 people found this review funny"
57,"DOS II is a herald to old rpgs from the 80s-90s. RPG’s like Fallout, Wasteland, Baldur’s Gate. All of them rewarded you with exploration, dialogue, minute journal-keeping and little to no quest markers. You relied on your wits alone to get you through the game. Choices mattered in those games. If you ♥♥♥♥ed up a quest, the game would make damn well sure you knew it – and felt it. Unlike most modern RPGs, Divinity is open-ended and not just with classes. You want to be a magic-wielding rogue? Go for it. Pure rogue that steals and kills everything that isn’t nailed down or moves? Go for it. The choice is yours! Be whatever mixture of class/skills that you want. What this game is is a love letter to rpgs of the past and it has little to no hand-holding. Pros: + graphically one of the most beautiful CRPGS I've played. Varied enviroments, painstaking details, vivid colors. + Written dialogue is very well done - characters have stories they're willing to tell + the story is intense; it leaves your morals confused and often conflicting + Incredible customization for characters. Skills, weapons, attributes. This really is a game that harks back to working your character out + Challenging. This isn’t your momma’s half♥♥♥♥♥♥♥RPG. This game WILL kick your♥♥♥♥♥if you don’t play your cards right + The world is massive and rewards players for exploring and roaming + Multiple solutions to quests. There isn’t one way to do everything. Find one solution you like? Quest on! Find another way that suits your fancy better? Game on. + Graphically very pleasing to look at! + Music is what you’d expect from a fantasy game and it’s pleasing to chill out and relax to + Party members are interesting and have their own backstories/quests + Multiplayer/Co-op! + Option for fast travel when you discover waypoints + VO's are nice but I've played the game for so long without them that I find the experience more enjoyable with it off completely + loot in certain vendors has changed or does change so there's always plenty of variety + crafting is so optional that you almost don't really have to bother with it unless you want to + The Gamemaster mode is probably the best thing since tabletop simulator + The freedom to do what you want in-game + Loot once you hit just before leaving Fort Joy and after is beyond plentiful + Variety of characters, both recruitable and NPCs alike are astounding; everyone has a story worth listening to Cons: - Gold can be hard to come by. Or... you know, cheat - A lack of direction can often be confusing; especially for gamers just getting into the game/series +/- Multiple quest solutions can be missed or completely over-looked. Although exploration/deep digging can help you find them Final verdict: 9/10: would play love letter RPG again. And again… and again.","September 14, 2017",162 people found this review helpful
58,"found a pig burning alive decided to bless the pig to put out the flames, it thanked me and ran off later on in the game I ran into the pig again, it reveals to me that it is actually a witch try to help the pig by leading it to a shrine for the god she prays to, hoping it'll turn her back into her human form arrive with her at shrine realize there are bloody clouds surrounding the shrine remember that I was skipping dialogue a few nights back because I was absolutely exaughsted and needed to wrap stuff up so I could sleep, which caused me to somehow anger the gods and curse the shrine to forever be clouded with mysterious bloody clouds of course I ignored that fact and went to bed, however I suddenly realize today this may have an effect on the pig if I let her bathe in the shrine save before i ♥♥♥♥ed up shrine was about 3 days ago, so no going back now let the pig go bathe in the shrine she's human again she explodes into a bloody mess also I ♥♥♥♥ed a skeleton EDIT: As of 10/16/17 I have 248 hours of running around being the biggest♥♥♥♥♥♥in Divinity. I'm only halfway through this game. There's 4 acts and I just now got on act 3. So if I keep going around doing all the sidequests, messing around, and main story missions, that should add up to about another 250 hours of content. Not to mention the fact that its worth replaying the whole game to follow different paths and play different races. This game is amazing and huge, its well worth the money. As soon as i'm done taking a break from it beceause South Park the Fractured but Whole is coming out tomorrow (I'd give it 2 days until im done with that game) i'm rushing back to this to play another 250 hours of amazing content. I love this game, its definitley worth a buy for you and your friends.","October 8, 2017","289 people found this review helpful
193 people found this review funny"
59,"EARLY ACCESS REVIEW Review: Absolutely love this game. Amazing tactical mechanics, great storytelling, and interesting classes and character customization. Lots of ways to solve puzzels or escape dangers. Feedback/Suggestion: I would really like to be able to Ping somewhere in the game world or on the minimap, as a way to help out multiplayer. You have the Pin system for the Zone Map but if we could do smaller temporary local Pings that would be super helpfull, or have the ability to draw fading lines on the minimap or on the ground. Great game though!","July 5, 2017",26 people found this review helpful
60,"I will try to keep this review short and sweet. Generally speaking - I am not a fan of turn based games. I prefer real time RPG Combat found in games like Skryim, Fallout, and Witcher 3 (The GOAT). With that being said, even with it not being my favorite combat method, this game is INCREDIBLE. The story and choice making you can make is very similar to Fallout : New Vegas, where each dialogue matters and has an impact. In terms of replayability, you can choose across multiple ""Origin"" characters, who all have deep back stories and the ability for you to influence the future on a very large scheme. If you like RPGs where you get to make choices, this ranks up in the top 3 for me, which are Fallout : New Vegas, Witcher 3, and Divinity : Original Sin 2. If you've taken the time to read this entire review, take the plunge and invest the time in this game, because it is insanely good.",September 3,"69 people found this review helpful
3 people found this review funny"
61,"Divinity: Original Sin 2 is a true modern cRPG. Instead of just emulating the Infinity Engine itself, it preserves the old school soul and complexity, includes all the things you would expect from ye olden days, adds many positive surprises on top of it, then frames them into amazing shiny 3D visuals with functional UI and tons of convenience. Even though there is number 2 in the title, it can be played as a standalone game without prior knowledge of the previous OS, or others in the Divinity series. The game world is just packed with stuff to do - every few steps you bump into something new happening. And that’s above and below ground, as the game features quite a lot of caves, dungeons, ancient ruins, cellars, and even a pocket universe. The player has always plenty options to chose from how to proceed. Abilities like persuasion or lockpicking are really useful, and talking to animals is just awesome. The story is serious in tone, with many mature subplots, but it’s not lacking some needed moment to moment humor either (usually when doing side missions, not as unnecessary comic relief to main line). There are many memorable characters & situations. The companions are great and well fleshed out, each of them quite distinct. Their stories often intertwine with the main plot, so they all feel relevant. While the game is fantasy in nature, and there are plenty of things we’re used to, there are also many quirks and ideas unique only to this world. Enough for it to feel fresh most of the time. It’s not perfect though (but close). There are limits to what you can do, although there is very high chance you'll be able to execute most plans you come up with. The pacing was a little weird as well - the 2nd area with Driftwood was just too huge and not particularly structured. They might have been aiming at more open feel after the initial island, but it just turned out to be tiring by the end of it, and I couldn’t wait to get out of there. I’m aware that if I wasn’t a person hell bent on scouring every inch of the map, and doing absolutely everything, I might feel otherwise, but that’s just the way I like to play, so that part didn’t mesh well with my game style. I had to take a break a bit after that, but later areas, Nameless Isle and Arx were great again :) Part of that issue might have been due to combat, there was just too much of it for my taste. The combat at first is quite confusing, since many useful skills are too spread out between different lines, and it introduces some new concepts like surfaces. Then you get the hang of it, and it’s fun for some time, and later on you get overwhelmed by sheer amount if it. There are many epic fights all right, but at the same time, even though I appreciated the variety and scope of them, sometimes I just wanted to get it over with and progress a bit faster (turn based battles can take a while). But overall D:OS2 is simply outstanding. Highly recommended :)",February 8,"32 people found this review helpful
4 people found this review funny"
62,This is the sort of game you once dreamed about existing. It is now here. Buy it.,"September 20, 2017","413 people found this review helpful
20 people found this review funny"
63,"Undead has a skill called ""Play Dead"" clap... Clap... CLAP...","September 15, 2017","553 people found this review helpful
695 people found this review funny"
64,EARLY ACCESS REVIEW This beautiful game features a great story with an absolutely gorgeous soundtrack composed by Borislav Slavov. It reminds me of classics like Baldur's Gate and even preaches creativity in the quests. There are many ways to do one thing and decisions absolutely matter. This is how a true RPG is done.,"August 25, 2017","62 people found this review helpful
1 person found this review funny"
65,"EDIT: Below this edit is the original review I made during Early Access. Currently I would have to say 100% of my issues with the game in the early access were addressed even before the release. The AI has been improved to the point they make choices a skilled player may make. The Mass AP issue has been entirely resolved. The issue with certain skills not being balanced as in Hailstorm, Single Dagger and others have all been rebalanced and made entirely fair. To add to this they have outdone themselves by adding FULL voice acting in the game, something that was only in the first one after the enhanced edition. The mechanics for the undead are entirely fleshed out. The storyline is entirely fluid and fleshed out. I can honestly say this game has not only met but exceeded my every expectation is entirely justified in its price for the quality put into it. Larion Studios has released a game that shows what EARLY ACCESS should be used for and it's benefits. I whole heartedly look forward to their next game. EARLY ACCESS ORIGINAL REVIEW: I'll start by saying that I am well aware it's early access so some features are clearly not available as of yet. The game is indeed an improvement overall to the first game, the combat is more fluid and challenging however I do see an issue in the fact the AI seemingly has collosal amounts of AP and can walk halfway across the field and still attack. This was an issue in the first game as well though and not a fault in D:OS2. Even the very first goal of chapter one can be suceeded in so many ways including simple brute force if you happen to be a tactical genius. The added Highground vs Lowground bonus/penalty for ranged attacks in a great addition as it adds other dimension to the tactics in combat. My greatest complaint is really just a matter of not being able to test out the true customization of the character classes. I also admit that the first town in D:OS seemed to have so much more to do but I do enjoy the more serious and adult approach of D:OS2. All in all I genuinely believe the game is worth picking up, not necessarily saying people should buy it now at full price but it will definitely be a game worth playing with your friends. Albeit a very unforgiving game.","September 18, 2016",43 people found this review helpful
66,"NOTE: This is my experience after 45 hours into the game on Tactician difficulty, mostly solo. So the review is subject to changes. PROS: (Oh boi, where do I begin from) +Looks very good visually and boasts equally good music. + + that let you experiment and even break the game. This lends to a lot of + + There are to every quest. + along with scripting +The amount of This is one game which requires multiple runs to experience everything. -Some , where I had to click on a combat skill multiple times for the game to register it. A minor nitpick. Simply put, Divinity Original Sin 2 IS that makes The Witcher 3 look like a generic open-world title. What you get is an impossibly interactive game world where every action seems possible, and has consequences with such a level of complexity and flexibility it’s difficult to believe it exists, let alone that it could ever be bettered. Its scope can be intimidating, but not overwhelming, and there’s usually a way to fix a mistake. And it’s that intimidating, ambitious scope, that dedication to player freedom, that makes Divinity: Original Sin 2 so impressive. There isn’t another game right now that lets you do so much. Buy it, play it and fall in love with RPG's all over again.",February 2,"89 people found this review helpful
5 people found this review funny"
67,"In real life me and my freinds every saturdat meet up and play D&D then last year we stopped and i felt very disapointed about this. Then a couple days later i found some youtubers playing this game and was incredibly entranced on the D&D like aspects,character customisation ,music and story and from then on i was totally hooked. I would recommend this game to my D&D group and anyone intrested in fantasy and story rich games",May 26,"46 people found this review helpful
3 people found this review funny"
68,"Game is pure gem for anyone who has the slightest interest in RPGs. Funfact - check the bad comments: 99.9% of them are just complaining about not having their localization right now (while they'll get it in less than a week after release). Dev reaction? Gave them the beta version of the localization immediatly, and still plan to deliver after. 11/10, in a world where devs spoil kids.","September 14, 2017","119 people found this review helpful
9 people found this review funny"
69,"EARLY ACCESS REVIEW After Playing this game for around 74 hours with many friends I can say without a doubt that this game is a fantastic RPG with great characters and deep exploration. There are a few bugs here and there, but that is to be expected with a game in its Alpha stage. I love this game and I even purchased it for two of my friends, which they are addicted to now! I would highly reccomend this game to all RPG fans, and to any gamers for that matter. Pros: Fantastic Music Great Strategic gameplay Graphics are clean For being only Act 1, story is well fleshed out Great teamplay and multiplayer experience Great opportunity for role-playing Steep gameplay consequences (seriously) Cons: Occasional game breaking bugs (Save often!) Memory System needs to be over-hauled! Gear being Attribute locked (Can be frustrating at times)","June 21, 2017","40 people found this review helpful
1 person found this review funny"
70,"[Updating review from Early Access] Almost all of the negative reviews of this game remark that they gave negative review for one of two reasons: 1. Game has too many bugs. 2. Game is too difficult. That first one is fair. There are a lot of bugs. I'm currently not actively playing it due to this. With this game's ambitious scope, bugs are expected. Although, relative to a Bethesda game, this game was practically bug-free at release. The second point, however, is just stupid. tl;dr: It's not. When you start the game, you choose your difficulty. If Tactician is too hard for you, play Classic. If Classic is too hard for you, play Explorer. If Explorer is too hard for you, I'm surprised you're able to operate a computer at all. I started one game on Explorer just to find something out that I couldn't where I was in my game (it was crafting related), and I was killing most things in one hit. How is this difficult for you? Honestly, I think it's just people playing on Tactitican because they think they're awesome, then get their asses handed to them because they're not. I've seen people claim that Act 1 is impossible on Tactician. Keep in mind that people had already beaten the entire game on Tactician when these claims were made. If you want an easy game, I would say that this game is not for you, but Explorer mode is available, and it is a really good game, so you should probably still play it. Another complaint I've seen, although it's rare, is about the level bloat. I agree with this complaint. There is way too big a difference between one level and the next, and the steepness of the curve makes it a lot worse. The game would be a lot better without it. I can understand the power increase from leveling being on a curve, as that's normal, but the curve is too damn high.","November 16, 2016","34 people found this review helpful
2 people found this review funny"
71,"EARLY ACCESS REVIEW Everything an early access game should be and a single-handed revival of actual RPGs. Whatever you do, don't talk to any dogs.","March 30, 2017","44 people found this review helpful
13 people found this review funny"
72,"EARLY ACCESS REVIEW How is an alpha game already this polished?! After playing DOS and seeing that it was crowdfunded, I have no fear in buying this game while it is in alpha. Why? Because I know that buy giving Larian Studies my money the game will be polished even more so than if they did not recieve my money. All that this game is really missing is voice overs, sound effects, some descriptions, and events text. AND ITS IN ALPHA! crazy. I reccomend 100%","September 18, 2016","60 people found this review helpful
2 people found this review funny"
73,"EARLY ACCESS REVIEW Gorgeous game, so well written, even though early access it feels really polished. Initially the lack of voice acting was my only bane and still kind of is, but I can understand why with the amount of writers in this game as opposed to the first. Only 2 writers for Divinity Original Sin, there's triple that for this and voicing the game would take years. Conversations feel a lot more in depth too and I found myself voluntarily reading it as opposed to just skipping, which is what I ended up doing on Original Sin (not that it was boring, I loved the voice acting, just got very tedious in my opinion). Worth the money tbh, I am very proud to know that I am supporting Larian Studios on this journey. If you haven't got DOS2 and have been thinking about it for a while, it's worth it.","September 27, 2016","43 people found this review helpful
3 people found this review funny"
74,"Some pretty severe balancing problems really hurt this game on the harder difficulties at the moment I write this review. It definitely seems like melee-heavy parties are not very viable. I've restarted three times now and reduced my party's melee investment with each restart and I've been progressively enjoying the combat more as a result. Basically, melee at least so far in the first act, do not have mobility skills they need to do anything. Attacks of opportunity require a trait investment, which is kind of lame. It doesn't help armored enemies mitigate a lot of melee damage and that getting magic resistance as a fighter is difficult, resulting in a lot of annoying CC from numerous enemies. I've had to cheese a lot of my fights to win them (abusing conversation mechanics mostly) and it feels kind of bad. The game is still fun, but I would advise doing research about party composition before investing a lot of XP. Also, this game commits a lot of ""cardinal sins"" for me: 1. Persuading people down from fights...results in a net XP loss and no notable change in the story's outcome (at least so far); as far as I can tell, being a murderous bastard is the best way to play this (by far, even). Aside from meager barter prices I don't see a point in making a charismatic character. 2. You're encouarged to fight and kill trash for XP; at multiple parts in the first act instead of advancing the story like I wanted to, I was compelled to scour the area for more things to kill. If you like this, then this is the game for you. Reminds me a lot of Baldur's Gate in that regard. 3. Some party members, if you don't keep them on a short leash, will break quests for you by doing naughty things to NPCs. 4. Quests break...and there's no notification about it. It's basically a missing thread. It's kind of interesting this way, leaving you to figure out how to resolve the quest, but if there's no way to resolve it, you'll never know for sure. So be careful when you go murdering people who might be connected with a quest. This is definitely preferable over Skyrim's ""everyone is invulnerable"" bullcrap, but I'd like to know when I've royally ruined everything and should reload. 5. A lot of game mechanics aren't forshadowed at all (one of the early fights has turtles which...explode for a ton of damage when you kill them, really great surprise when you have a lot of melee in your party) and you'll be reloading after you experience them. 6. Numerous boss weapon drops so far for me have been inferior to standard stuff I find in shops. It's funny (not in a way I like), this one notable enemy I killed dropped a dagger which had a ""10% bleed chance"" mod on it - and that was supposed to be the draw for me using it I guess? In a turn based strategy game, ""10% anything"" might as well as not be there. There are a lot of other lukewarm mods on gear that might as well not be there or do anything. I've been vendoring a lot of stuff. 7. Gold isn't super abundant, so you will be picking up pots, pans, and kitchen sinks to make by. I've never liked this as it's just absolutely silly and tedious. Depsite my gripes, this is definitely a solid RPG and tactics game, at least the most of what we can expect from 2017.","September 16, 2017","80 people found this review helpful
5 people found this review funny"
75,"Just fantastic. I was like ""Original Sin was amazing, I don't think that it's possible to improve it a lot"" and oh boy was I wrong. It's a masterpiece. Why are you still reading? Just buy it.","September 18, 2017","53 people found this review helpful
3 people found this review funny"
76,"EARLY ACCESS REVIEW The more you play D:OS 2 the more fun it becomes, for instance: Find a hard boss thats way over your level? A: Build a box fort and snipe it to death. Find some hard enemies and you're all out of boxes? A: Lure them to some nearby guards and sit back and reap the rewards. Find a hard mini boss in a dungeon? A: Teleport his♥♥♥♥♥into a cell that you've blocked off with a box and run away so he doesn't think it was you then snipe his♥♥♥♥♥ Ambushed by skeletons? A: Reload and aproach slowly with box fort. Find some nasty boxes/crates blocking your path? A: Harvest them for boxfort.","September 26, 2016","117 people found this review helpful
272 people found this review funny"
77,"EARLY ACCESS REVIEW Very good Act 1. At first it was pretty hard for my friend and I to get through but we managed somehow. I always enjoy how this game allows for so many ways to deal with certain situations. I liked the new physical/magical armor system. The only thing I wish was that they had made it easier to know what items combined to do what. I felt like I was missing out on how the crafting system worked. Also I'm not sure on this Source pt system. Granted you do not get much access to it till the end of Act 1 but I'm hoping this won't be something that is finite in the game. I like to use the high level moves in combat more often,","March 26, 2017",21 people found this review helpful
78,"EARLY ACCESS REVIEW Loved the first one, the second is even better. Just finished the first part of the game in about 20 hours or so. Better value than most games already and this isn't even finished. Great devs, great game. Buy this now!","September 17, 2016","79 people found this review helpful
2 people found this review funny"
79,"Do you like turn based RPG's? Do you like Dungeons and Dragons? Do you like extreme replayability and beautiful graphics? Do you like good game development on all levels? Well this is the game for you. Larian Studios has quickly risen to my all time favorite game development company. They listen to their fans, they don't make money grabs, they put their heart into their games.","September 17, 2017","36 people found this review helpful
2 people found this review funny"
80,"So I feel I have enough information to give a well-informed review now that I'm 36.2 hours in. I've been reading, however, that Immediate kudos for a content-packed game. Having played the original Divinity tile from 2002, I've seen this game develop from a Diablo-esque point-and-click action RPG to the turn-based strategy game that is now Divine Divinity: Original Sin 2. Although I've missed a game or two since then, I wasn't quite sure what the storyline was, but the game clearly helps you understand what's been going on in the world of Rivellon right from the start. The immediate immersion into the game has the amazing quality to have me asking questions and wanting to seek out the answers to those questions. I was compelled to keep playing as I see the story unfold and each decision leads to more tangled pieces of the web of mystery that I need to solve. The combat was easy to figure out immediately and I have to give Larian Studios another amazing pat on the back for integrating for a turn-based isometric RPG. One of my big turn-offs is that, although I've played for keyboard and mouse combo for many years, I like my gamepad much better and will not buy any titles that don't support it. There's some dispute about the Tactician mode and whether or not it's too hard. Having played 8 hours in Tactician mode, I finally discovered that if I wanted to enjoy the game and be able to progress in it, that I would have to play in Classic mode. Even in Classic Mode, the fights are still difficult and I've had to play a few of those, get killed multiple times, go level up my characters and improve my gear, and then finally win. Sometimes winning just barely with half my party killed. The character creation was a little strange from most RPGs I've played, since you aren't really locked into a particular class and you can be whatever you want, based on the allocation of your Talents and Skills. I chose to play as origin character Ifan ben-Mezd, since I wanted to find out more about the storyline and how people fit into it. The build-selection during character creation made it easy to figure out what Skills and Talents were appropriate for the style of play you wanted for your main character. I always choose a good combination of melee and magic, so Battlemage was perfect for me. Character dialogues have an added flair to them that give you extra choices based on certain tags you have or aquire or choices specific to certain origin characters. The voiceovers are amazing and abundant, even down to having your own personal narrator. Many RPGs don't put that level of artisitic detail into their games when it comes to audio choices. The environment is beautifully rendered and I enjoy it in full 4K resolution on my 65in. television. Full camera control with zoom in and out makes the environment easy to navigate. Overall notes about Divinity: Original Sin 2: * Content-packed (packed like it could rival the amount of content in Skyrim) * Mysterious and interesting storyline that makes you want to keep playing * Combat system is easy to figure out, but beware of Tactician Mode (was too hard for me) * Full Gamepad Support in a turn-based RPG (a rare find...I would play Tyranny if it had Gamepad support) * Detailed voiceovers and soothing soundtrack * Great-looking environment that scales well to 4K resolutions I hope this review helps someone!","October 7, 2017","51 people found this review helpful
2 people found this review funny"
81,Played the ea and it was a very polished and enjoyable game even in the early stages. Then I played it on release and the game felt even more polished and looked quite better. The voice acting and sound track are top notch and the gameplay is engaging and the combat is a blast. I do find it more enjoyable playing with friends than solo so if you find it bland get some friends to play with because the game really shines in a full group.,"September 15, 2017",30 people found this review helpful
82,I had my wife jailed by stealing some swords and sending her the cool new gear I found for her character. 10/10 would sleep on the couch again.,"September 15, 2017","407 people found this review helpful
608 people found this review funny"
83,Played the ea and it was a very polished and enjoyable game even in the early stages. Then I played it on release and the game felt even more polished and looked quite better. The voice acting and sound track are top notch and the gameplay is engaging and the combat is a blast. I do find it more enjoyable playing with friends than solo so if you find it bland get some friends to play with because the game really shines in a full group.,"September 15, 2017",30 people found this review helpful
84,"I've personally been looking for an RPG with a rich story and character development which allowed co-op play for a long time now, and honestly, this 100% satisfied my need for that type of game. Played through the game twice, once solo and once with a friend, and contemplating a third playthrough soon. 9.5/10",June 9,"30 people found this review helpful
2 people found this review funny"
85,EARLY ACCESS REVIEW By now im completely convinced that the only ethical developers that produce quality games with a passion are European studios such as Larian and CD Projekt Red.,"September 12, 2017","168 people found this review helpful
8 people found this review funny"
86,This is an outstanding turn based RPG! The coop is a plus as well. I only have about 70 hours in and haven't finished the game. The storyline is great many characters and conversation options branching off to create different routes and methods to accomplishing your missions. The artwork is beautiful and the humor is there but not as goofy as the last game. The true joy comes out in the combat where various techniques and magics are used in combination to create awesome effects. You can splash your enemies with water and then electrocute them for instance. This is a great addition to the turn based genre!,July 13,"29 people found this review helpful
2 people found this review funny"
87,"I wont half♥♥♥♥♥this review because this game is THAT good! I found about the first part on pure luck but the combat just blew me away. Around the time I finished it, Original SIn 2 was announced and I decided to buy this game as soon as it came out. That's how much I looked forward to the game and I have to say, its the best purchase ever. I usually wait for a discount before buying the game but this one is without a doubt WORTH the price tag. This game may seem overwhelming at first but that's what makes it sooo much fun in my opinion. Its what brings replayablitiy to the game. The glorious and satisfying combat just makes you want to keep coming back for more. There's nothing like freezing a puddle and then have Ifan trip over it. GODWOKEN DAMNIT IFAN! The story is pretty awesome too!!! You really feel for the characters and are really invested in their adventures. I love this game and would definitely recommend it. It's brought me faith for the single player turn-based combat rpg genre. :D",August 15,"38 people found this review helpful
4 people found this review funny"
88,"Product received for free I received this for free, along with Divinity: Original Sin Enhanced Edition. Because this is what it means to be a great videogame developer. Releasing a huge content and quality of life patch, for free, because the consumers deserve the best, without hidden fees, and purchaseable DLCs. Thanks Larian, for being a Triple S company. A cut above the industry giant triple A studios.",August 31,"160 people found this review helpful
8 people found this review funny"
89,"Divinity: Original Sin 2 improves on almost everything gameplay wise from the first game. No longer do you have to deal with unfair elemental damage and debuffs that one-shot you, instead there's a new armour system that blocks this kind of damage more reliably, both physical and magical. This new system makes it so you manipulate the battlefield to your advantage more so than just spamming out CC spells on the enemies. Combat is a lot smoother as they are both extremely aggressive but at the same time tactical as you aim your attacks. With the new armour system you will rely more on throwables and the environment to lower the opponents armour so that you can start controlling them with stuns or burning them. A new addition are dialogue checks which are similar to the checks present in old isometric Fallout games where your statistics determine your ability to have a successful persuasion chance. Be careful who you use to talk to certain NPCs as now the checks are decided by your main stats and not only your persuasion stat. Now the game is out of early access I really have to commend Larian for creating a fantastic game. They changed a few of the early fights so that they aren't too broken but at the same time switching it up enough to still make it challengeing. The new additions of polymorph skills and generous placement of source as well as tons of crafting recipes really shows Larian's commitment to making an amazing game. Never before have I marveled at the magnificence and brilliance of an RPG as much as Divinity: Original Sin 2. The freedom, progression, story and overall game mechanics makes this one of the best games I've ever played.","January 25, 2017",19 people found this review helpful
90,I turned an elf that hated lizards into a lizard.,"September 17, 2017","151 people found this review helpful
169 people found this review funny"
91,"Divinity: Original Sin 2 has been an utter delight from start to finish. I use no hyperbole when I say this is the best RPG I've played thus far. Pros Fantastic score. Whether it be running around Fort Joy, taking in the sights on the Lady Vengeance, or amid an intense battle, the music sticks with you all the way through. I've been listening to some tracks repeatedly since first hearing them. One of the deepest RPGs in terms of choice. A task such as escaping an island ends up having a plethora of options for you to achieve your goal. Want to sneak through a secret dungeon guarded by fire slugs? Sure why not. Want to get out simply by taking a boat? Go for it! Oh what's that? You want to cheat the system and simply teleport yourself and party into various edges until you manage your way out? You got it! Cons In the end though, I loved this game and every single minute I put into it. Some problems did irk me enough to slightly lower my score, but ultimately, I'm marking this game down as one of my favorite RPGs of all-time. 9.5/10",March 13,"28 people found this review helpful
2 people found this review funny"
