,review,post_date,useful
23,"After playing this game for a few weeks, I can say that DOS2 has replaced Skyrim as my all time favorite RPG. It's that good. Pros: Voice acting, graphics, ""turn based"" combat, immersion factors all get a solid 10. I haven't finished the game, but so far the story is interesting, and even if the story ending stinks, it still has that draw you in factor. As for re-playability, it's already apparent to me that I'll have to play it again with the other available characters so I can experience their stories. There is the main story line, and each of the 5 pre-created characters have their own stories. I chose to create my own character, which means I have 3 of the 5 available pre-created characters as my compatriots, each with their own stories to be completed. With my current playthough, I'm not going to know how Sebille or Lohse's stories finish out. They're not in my party so, I gotta play again with them to find out how their stories end. An EXTREMELY well crafted RPG. This one is a clear and unmistakable winner. Kudos to Larian for self-publishing to avoid the pressure to release the game before they completed what they intended the game to be. You guys got it correct. Although I'm not a fan of third person, overlooking the party, view point games (I prefer first person... eyeballs forward), this one succeeds in grasping my attention and refusing to let it go. I'm drawn in, focused, worried, and sssso happy when a fight is over and all the characters under my control are still alive, I'm almost bouncing up and down in my seat ready for the loot. It's a blast to play! The only downside I've felt so far - and it's not really terrible - is inventory management. There's a load of stats, and as with any RPG, we all want all the stats to be as high as possible. Well, it ain't gonna happen. There's the agonizing struggle around applying the puny number of level up points to a plethora of possibilities. And, the loot that's uncovered has a variety of statistical applications that can be distributed to... well... do I want this? Who best to give it to? Arrrrgh! I like those extra points with that, but this one has these two stats.... which one to choose? Maybe I could give it to this character... but then I lose those stats. Grrrrr! Maybe I should keep it for later on? No. Maybe I'll just sell it. No... should I wait? Maybe it'll be useful in this situation? What... ever.... should.... I... do??? **blank it*** I'll just sell it. No, I'll keep it for later. ARRRGH!!! It's involved, at times frustrating, and can be overly time consuming. There's so many items that can enhance a variety of disparet statistics, it can be overwhelming. It's like a 20 page menu of delicious food at a great restaraunt to a starving man. I WANT IT ALL!!! I've always been of the opinion that less is more. This game does not embrace that. There's a lot of items, that do a lot of different things, and I've probably spent more time trying to figure out who should get what, for the maximum impact, than I've spent exploring. I'm not really unhappy about that though. For me, it's at most a minor annoyance. There is a crafting mechanism that I could take a deep dive into, which some people will do because they like exploring that type of mystery. Me? I try not to be an item hoarding ♥♥♥♥♥, but ultimately I lose out on certain discoveries. But hey, it's all good y'know? I may miss out on a side quest here or there, but there's too much other content to discover so even though I've ""broken"" a few side quests so far, I've forgotten about them so I just press onward with the quests that are currently before me. Let me put it this way: Inventory management can be tedious, but if you ""explore"" it, certain items can open additional quests. Sheesh! As if there wasn't enough to do already! Oh, and if you put a point into Pet Pal, you can talk to the animals. Which open up probably a few dozen side quests to have fun with. I mean, why wouldn't you? There's only a hundred quests along the way, so why not open up a few dozen more??? A.. go on! You got the time! This game is easily worth the current price of around $40. My favorite gaming experiences have been with RPG's, and Divinity: Original Sin 2 is now my favorite of all time. Well done Larian!",August 4,"248 people found this review helpful
8 people found this review funny"
24,"Play it...just play it. This is easily one of the greatest rpgs ever made, and I would recomend it to litteraly everyone. If you like a great story, great turn based combat with an insane amount of depth, and beautiful visuals, you will fall in love with this game as much as I did. I've played through DOS1/DOS EE around 7 times, and while the story in that game was unintresting, the gameplay alone kept me coming back. DOS2, even in its alpha state, is a vast improvement over DOS1/DOS EE in everyway. Kill whoever you want, steal whatever isn't nailed down, Dos2 gives more freedom than any rpg to date. *Slight Spoilers*: You can kill the gaurds on the boat, and the game has dialouge to reflect that you did. You can also kill your companions on the boat or leave them to die, and there is special dialouge for both of these actions. Update: After having finished the full game I can safely say this is my favorite rpg of all time, period. Larian did an icredible job with this game, and its very obvious just how much love and care went into this game. Update as of Nov 24th 2017: I've now put in over 600 hours in and I still can't stop playing it. When I'm not playing it I'm think about, and if that's not an indication of this game's quality I don't know what is. This is my game of the century, and Larian Studios has given me hope for the game industry. This is a must buy, especially if you want to give the middle finger to scummy publishers who fill their games with microtransactions, loot boxes, and other anti consumer pratices. A few bugs here and there, but nothing that truly detracts from the over all experience, and the game is patched roughly once, and Larian is one of the few publishers that I trust to fix everything (even if things that are wrong are miniscule).","June 24, 2017","114 people found this review helpful
8 people found this review funny"
25,"An adventure! If I had to describe Divinity: Original Sin 2 in a word, that would be it. An adventure. Without a doubt, it’s the best modern cRPG game up to date. And as an oldschool gamer, I can understand when someone is saying that nothing can stand in one line with games like Planescape: Torment or Baldur’s Gate. Well, it couldn’t. Until now. Times changing, and so gaming industry is changing. And we have just received the best, most polished cRPG game ever made. It has to be said, even if we are sentimental. The world of Divinity: Original Sin 2 is full of content and what’s the best, we can interact with almost everything and everyone. There are no boring NPC’s with exactly the same dialogue lines. In this game everyone is unique and has something to say. Also, we are talking here about huge cRPG game that is fully voice acted (!) and it’s not Oblivion-like voice acting with 5 actors. The main narrator, who is with us most of the time, and all the other voice actors, did an outstanding job here. Every character sounds special. If you have played first Original Sin you know what to expect from fights. They can be approached in many different ways. Even in tough fights, one properly used scroll or skill can change everything. Of course in both ways, because we can easily lose. The fights are hard, made to think in strategic ways and what’s the most important, they are very satisfying. Comparing to other cRPG games it’s one of the best parts of Divinity. It took me roughly 105 hours to finish the game once, so it can be said that Divinity: Original Sin 2 is one of the biggest cRPG games. What’s more, this game has high replayability value. Every character has its own personality and its own origin story. By playing with different characters we have new quests and we can approach many situations in totally different way – origin characters have their own interactions across whole game. The main story is interesting and I have never lost my interest. I don’t want to spoil anything, but it’s just really good piece of writing. Side quests are keeping high level as well. Same as in first Original Sin, we also receive minimal amount of help in all the quests. I have completed this game few days ago and to be honest, I can’t wait to play it again. I am thinking about new characters and about making different decisions in several points of the game. It’s something amazing. There are many huge games, like The Witcher 3 or Fallout 4 that can give you +/- 100 hours of actual playtime, but those are mostly single experience games. You are not playing them again. In Civilization series we are saying about “one more turn” syndrome. Here we have “one more hour”, “one more evening” and “one more day syndrome”! The game is quite fresh, so there are still bugs. I haven’t experienced any gamebreaking bug though, but there are many small things that for sure will be fixed in the future. What’s more, the final act and final battle are both the weakest parts of the game. You can feel that devs were in hurry here, but on the other side, whole game is so good, that It simply can’t. Divinity: Original Sin 2 is, in my humble opinion, the best game of year 2017. Let’s just hope we will see more cRPG’s like this in the future (Obsidian, we are looking at you). Whoop. We've got quite a long review here! Enjoy the game! :) EDIT: Found typo.","November 7, 2017","100 people found this review helpful
3 people found this review funny"
26,"I play ""The Witcher"" to experience another's fantasy adventures. I play ""Divinity: Original Sin"" to make my own fantasy adventures.","December 23, 2017","526 people found this review helpful
29 people found this review funny"
27,"Divinity Original Sin 2 - Larian's second foray into the grand re-imagining of the Divinity universe, and one can only say... they really outdid themselves this time. Larian Studios takes a bold step into the old RPG style that players were so enamoured by with the original Divine Divinity, only with all the polish of modern capabilities, and the extremely successful and informative release of Divinity Original Sin (and its Enhanced Edition) granting them insight into the necessary improvements that make DOS2 the absolute masterpiece that it is. Players can be sure to find themselves trapped within this game for such lengths of time that the outside world shall begin to pass by unnoticed, as one becomes so transfixed with the beauty of Larian's latest release. Divinity Original Sin 2 is perhaps the most engaging, exciting, satisfying and well-designed Adventure RPG of the decade... and that is quite the title to fight for. ----------------- The world of DOS2 is massive. Hours upon hours upon hours of dense, creative and unique content stacked together in this vibrant and stunning game world. Every location itself is chock full of fantastic characters, all fully voiced with quality acting, and each with a rich and realistic personality and story that drive the player's desire to uncover every ounce of their story and build upon the deep lore and sprawling history of the world of Divinity. The main campaign spans four Acts, each filled to the brim with hours of non-linear content including side quests, treasure hunts, battles, secrets to be uncovered and more all with multiples ways to be completed and numerous outcomes - and with such immense amounts of freedom and player choice, the likes of which almost no modern game can compete with, there really is no dull moment in Divinity, and this game is a shining example of the effort and dedication Larian puts into their work. ----------------- The combat of DOS2 has been revamped since the previous release, though maintaining much of what it once was. Divinity Original Sin 2, like its predecessor, adopts turn-based combat, and turns it into one of the most finely crafted and perfect editions of this style of combat to date. Every moment of battle is exciting and even for one such as I, whom rarely plays turn-based games, the combat was astoundingly well designed and thoroughly enjoyable. Players command all manner of skills thanks to the diverse customisation options available and freedom of choice, with crafting bombs, traps, potions, poisons, arrows and much, much more, players will always find themselves with an array of tools with which to combat the enemy. No class is tied to any particular tree of skills, and one can mix and match as they see fit... provided they learn how to best use such abilities. DOS2 encourages interactivity with the environment, and players have much freedom to use objects, terrain and combinations of attacks for devastating effects. If there is oil, set it ablaze. If there is water, freeze it so that your enemies slip. The combinations are many, and are far deeper and complex than just those above. This game holds some of the most complex and intriguing combat systems I know. Combat is by no means forgiving, and the game boasts a variety of difficulty options that make enemies easier, or expand their skills sets and AI intelligence such as that they pose worthy adversaries to even well skilled players. ----------------- Something brought to players for the first time in Divinity Original Sin makes its triumphant return in DOS2, and that is the wonderfully designed multiplayer aspect. Drop-in / drop-out co-op allows players to seamlessly enter the world of another player and join them on their journey... be they ally or foe. The multiplayer system is beyond extensive, and to the delight of some players, and the woe of others, players can act as friend or foe on their journey - and betrayal is a sweet thing. The absolute freedom of the multiplayer system does have its faults however, as playing with strangers can sometimes lead to them rushing through things, progressing without you or making choices that you didn't want to make. It is highly recommended that players save co-op until after their first playthrough, or only play with friends that one can communicate with easily and rely on. DOS2s world is too big and too grand to risk someone spoiling it for you. However, in my experience, playing DOS2 with a friend or two (or 3) is an inimitable experience that all should try. Working together or against one another towards the finale of this game is thrilling beyond imagination. ----------------- So, alongside the beautifully crafted world, intricate characters, massive freedom of choice, expansive customisation and awesome combat, Divinity Original Sin 2, much like other installments in the series, boasts an amazing soundtrack. Composed by Borislav Slavov, DOS2s soundtrack combines epic scores, emotional pieces and the jovial warmth of tavern music in one of the best compositions of the year and even beyond, rivalling that of Hollow Knight, NieR: Automata and potentially even the Witcher 3. With traditional styles of RPG music reminiscent of golden oldies, each with its own unique flair and spark, and returning tracks from other Divinity titles, the music of Larian's latest game is something no-one will not enjoy. Hours of beautiful tracks, some of which are placed so heart-wrenchingly well within the game world that you will no doubt be straight onto YouTube and listening to the whole lot for hours. With everything else DOS2 has to offer, the Soundtrack really is the cherry on top, and it is something to behold. ----------------- To summarise Divinity Original Sin 2 into one word, it would have to be... brave. Larian Studios started the development of this game precariously, via Kickstarter backing; and after the amazing success of Divinity Original Sin, they had certainly garnered enough interest to support their new installment. Their return to old school RPG styles was a risk that paid off... not because the style is popular, but because Larian took something good, and turned it into something beyond great. DOS2 is, and will no doubt remain for some time, among my favourite games of all time. I have sunk so many hours into this game, through several playthroughs and still each new one is unique and engaging. Here is a timeless game. Play it, with all my heart, I tell you to play it.",March 13,"75 people found this review helpful
1 person found this review funny"
28,"+ Crafting (spells, potions, recipes) has a ridiculous amount of depth + Combat is SUPER FUN + Extremely flexible situations with multiple solutions that range from super obvious to obscure but ridiculous + Takes its time; the tutorial town is nearly 30 hours long + Character development/leveling is handled much, much better than the first game + Much easier to create a customized character instead of being overwhelmed by choices + Able to customize every preset character - Ridiculously overwhelming; not a time waster game - Quest log is extremely vague and not helpful at all - The map flags all the wrong stuff","September 19, 2017","142 people found this review helpful
2 people found this review funny"
29,"I'm 35 years old, and the first time I've had a happy cry IN MY ENTIRE LIFE was playing this game. I didn't even know that type of emotion existed inside me. Just... just hurry up and give them your money. Hell, buy it twice and for all your friends. Excellence in story craft like this happens once a generation, so don't miss it. Also, whatever you do, DO NOT go for spoilers of any kind. Just take some time off work and play this game... trust me. The only danger here is that after I finished the game, I kinda feel like I'm done with gaming. I feel... complete, like every game I ever played was building up to this and nothing could ever be better than Divinity 2 (particularly Lohse's story arc). So, keep that in mind. You might be spoiled after playing.",April 25,"206 people found this review helpful
29 people found this review funny"
30,"EARLY ACCESS REVIEW First time reviewing a game, but felt I should on this one. I never did play the first game though heard good things about it, so figured give the second a run. So far...even in early access I can't say I was disappointed. The game it's self reminds me of classic computer RPGs and pen 'n paper RPGs I played when I was much younger just a bit more fair and easier to understand yet still maintaining a lot of what made them challenging. Character customization starts a bit limited but as you get higher in levels its more about what you want to play and what your party members be. You are not locked into your starting class at all and I love that, hoping they have a lot more choices in the full release. Gameplay wise is point and click, though I found there is a lot to interact with in the world in different ways, one of the more different ways I found was that playing an Elf or having an Elf in your group, the elf can eat a corpse and gain the memories of that person, and it actually does play a part in the game. Combat is much of the same, point and click with a lot of tactical choices to make, the enemy AI is well refined and act in actually very smart ways even on the easier difficulties. I also found it pretty neat how your spells, items and attacks can change the battle ground and make hazards for yourself and your enemies, with the enemies able to do the same. Such as freezing a wet spot on the ground to give a chance of someone slipping on the spot or shocking the water with lighting to stun everyone standing in the wet spot. Though at times at least for me I found it hard to move to avoide these hazards at times like the area they were affecting were slightly larger than they really were. I even tried a bit of co-op with friends and a bit hidden in a sense once we figured it out, connecting with one another was clean and easy to do. Storywise I found interesting enough, a dark world with many dark themes with demons, torture and corruption. The premade characters have backgrounds and behave well according to their backgrounds. Another different system in this game is the tag system. Basicly pick tags for your character and you will have in game choices that you can make based just on those tags you pick. The pre mades having different choices as well they can make based on their stand alone backgrounds. Though it does feel you can get same results no matter your background still, it does help with immersion and at in making your created character feel seprate from the rest. Graphics, are not that important to me, but they are decent enough in this game. Though playing completely zoomed out (pretty much the only way to play an RPG like this) I found it a bit difficult to notice things I could pick up or interact with since they are so small. A few rare times I misclicked on something because of how small it is. I have an older system, so I wasn't able to play on the highest settings, I was able to however able to play on high even though the game suggested I play on low. So I can see pretty much everyone able to play this game with no issues. Even when I tried the highest settings I just had a slight drop in Frame rate. Overall Divinity 2 I recommend highly, especially if you are a fan of old school RPGs and Pen 'n Paper RPGs, you will feel right at home playing this with a high level of immersion and ability to costumize your character however you desire. Story had been done before but it's presented well in the world, and should be interesting enough to keep you playing. Combat is deep, and will challenge the thinking sides of your brain to approach each encounter in most effective way possible, plus have you thinking best way to build your characters to deal with threats in your prefered way. You might find a little frustration in interacting with the world due to how small things are and will even miss a few things if you aren't careful, but it shouldn't be a big enough issue to remove any enjoyment in the game. Hope you found this helpful if you took the time to read it.","September 14, 2017","223 people found this review helpful
3 people found this review funny"
31,"Now that 2017 is but a memory I can say with confidence that Divinity: Original Sin 2 was my Game of the Year. Although I backed the game on Kickstarter (just like the first) and had an Early Access copy, I didn’t play it until full launch so that I could fully immerse myself. And immerse myself I did into this high-fantasy adventure that manages to make the magical and fantastical feel realistic and gritty. It has taken everything that was good about Divinity: Original Sin and improved upon it, whilst also making it so you don’t need to have played the first in any way as it takes place a thousand years before. Whether I’m following a quest that portrays me as the savior of the universe (hero complex much?) or trying to solve the angst of a tiny rat I really believe in my characters and their responses. There is a balance between the epic and the banal, the frivolous and the fateful that creates a woven world that is wonderful to experience. In my first playthrough, co-op with a friend, I’m a summoner, focusing on gathering my minions. I’m a bit heavy handed though, I’ll send my minions into battle at a moments notice from afar, but stand aside, watching the ebb and flow, supporting and commanding the field. I speak harsh truths and it frequently gets me into trouble even though I feel righteous. In my solo playthrough, I’m a morally ambiguous pickpocketing hitman with a deep, dark past that I’ve blocked from memory. I fight with my words, and flirt with absolutely everyone, often getting what I desire in alternative ways. Even though the majority of the quests are the same on multiple playthroughs (bar the character story quests which too, are dark and deep), it feels different. Different dialogue and varying methods result in genuinely diverse results and that’s testament to the freedom, flexibility and depth of the game. Divinity: Original Sin 2 rewards exploration and creativity as many side quests can only be discovered or completed by turning over every rock, talking to every NPC or trying things that are a little out of the box. This may frustrate some but delighted me at every stage. There are no glowing quest signs and immersion breaking yellow exclamation marks here. If you don’t like reading, that’s fine – as everything is beautifully and uniquely voiceovered. But if you don’t like paying attention to detail, you’re going to miss out on a lot of the fun. This game is for people who like to genuinely invest their time and attention into the world they’re playing and the characters in it. Perhaps that, above all else is what reminds me of the D&D campaigns from my youth that I sorely miss. Tactically the combat is as complicated as you make it, with different difficulty settings that cater to your preference for challenge. You can brute force things if you’re so inclined, but you’re rewarded for playing smart at any level and the game gives you the tools to feel like a tactical genius, with a deep satisfaction when you pull off a clever combo. Divinity: Original Sin 2 has the old school charm of Baldur’s Gate and Planescape Torment but with modern mechanics and beautiful aesthetics, I finally feel like an RPG has surpassed them. It only took a few decades for us to get here. I wonder if this is the pinnacle of the genre and how long it’ll be before I can say that about a game again. ♥♥♥ If you find the reviews of an old Welsh lady interesting, please follow . Thanks! ♥♥♥",January 8,"80 people found this review helpful
4 people found this review funny"
32,"I'm not good with reviews, but wanted to leave a recommend. - 45€ - No Lootbox, micro transaction, season pass *!§""?- - Great story with plenty of twists and wow-moments - Lovely and vivid characters with beautiful backstories and ambitions - Decisions that matter - Journal instead of questlog - Voiced dialogue - Malady - ... And so on.","October 12, 2017","142 people found this review helpful
7 people found this review funny"
33,"Well. I don't like tedious quests, I dont like common NPC stereotypes, I hate lousy combat mechanics and poor strategy, and above all else I hate it when a game plays like it literally cant spell ""scenario"". But raising a baby demon chicken to conquer the world and tele-rob ignorant merchants? Igniting grenades in people's pockets and befriend a cat for no effing reason ? Just cause you know, he's like mysterious and all? And he's a really good looking cat, all the while being lectured by a crab? Oh, and trying to become a demigod and save the world, apparently insane pathing possibilities (OH DEAR TP) Well rounded scenario, emo NPCs that drink blood or are possessed by demons like it's totally fine, and GOD the landscapes!!! I did spend a whole 10 minutes exploring a map and praising its beauty before remembering I had entered a fight. Hell, I just like clicking a spell and not actually launching it cause the casting animation is then suspended and they're F***ING MAGNIFICENT (not as much as my cat, tho. He's a nice cat.) So yeah, Maybe it's a bit too much, maybe it's been written a hundred times but playing this in coop mode was (one of?) the best gaming experience in my entire life. Entertaining, challenging, captivating, and of course it makes no sense sometimes cause you keep doing awesome tricks with your cat to try F**KING with the scenario. But you know what? It adapts to all the sh*t you do. It gets your sh*t together. It gets it all together, puts it in a backpack, all your sh*t, so it's all together. And then it makes wonders from out of nowhere and you're like ""but I was trying to act crazy! And I did! And still, cool sh*t keeps happening! It's a F***ING transsh*itation!!! Like alchemy or something!"" It's beautiful, smart sometimes even touching, funny as hell, and you know the best part? It has a cool cat. And it's nice. And hidden quests, and insane replayability, and nutsy combos, and a perfect leveling/reroll system, and Malady is kinda sexy but like, not entirely but that's okay. And talking boat, and a condor, a phoenix omelett and A CAT. AND GODS AND ALL BUT A CAT MOSTLY. And you know what? THE CAT REALLY IS IMPORTANT!!!! I mean even a common (though really nice) cat DOES HAVE its own scenario and voice acting!! Cause every EFFING DIALOG has voice acting!!! like hours of it! This is your best investment this year and if you have a friend that you like and he likes good ol RPGs like you (Baldur's gate, Neverwinter Night, Icewind Dale's fans, I'm looking right at yo, dawgs), buy it and offer it like my friend offered it to me. And play that crazy mindf***ing adventure together. You deserve it. Most importantly, the cat does.",April 3,"194 people found this review helpful
128 people found this review funny"
34,"I am not kidding when I say this is the closest game to a true ""dnd experience"". Not perfect by any means, but damn close. 99% beautifully voice acted (1% being your character who doesnt talk much, which I personally prefer.), visually stunning, most if not every npc has been thought through and is unique with dialouge options, choices that matter with true player freedom, and amazing main and side quests. Game master mode is ground breaking to say the least. Mod support is very welcoming and sure to give the game life for years to come. This game is easily worth 60, yet they sell it at 45 with no pre order BS. A great game by a great developer. 100% Reccomend to rpg fans and players even slightly interested, you wont regret it.","September 20, 2017","57 people found this review helpful
1 person found this review funny"
35,"I am playing Divinity Original Sin 2 in splitscreen local coop (with 2 controllers) with my wife. This game is just as brilliant as everyone says it is. She loves it, I love it and I love being able to play such a cool game together. Highly recommended!",January 13,"82 people found this review helpful
3 people found this review funny"
36,"A masterpiece It took me around 100 hours to finish the game. The world of Rivellon is both big and alluring. It was a joy to explore every single corner of it. Each battle was challenging, fun, made me use different tactics and I never got tired of fighting. The game balances roleplaying and combat perfectly. In some RPGs the combat is fine but the story and characters are what keep you playing. However in Original Sin 1 I didn't really care for the story while Original Sin 2 kept me interested at all times. It really improves on the lore, roleplaying and combat. It's definitely a good sequel and one of the best games of 2017. I only have two complaints: Romance had no effect on the ending and the amount of puzzles in the game. It would have taken me A LOT more than 100 hours to finish the game because of the puzzles. Now don't get me wrong. The puzzles are all interesting and well executed. There are some simple puzzles, moderate and very hard ones. I just don't have too much time to play video games and since there are so many puzzles in the game I had to resort to using Google way more than I'd like to admit. Now the romance and with it some minor spoilers ahead. I decided to romance Lohse. At the end of the game she asked me if I would like to travel the world with her and I can't answer her. All I can do is end the conversation and in the final cutscene the narrator tells me that she spent the rest of her life traveling Rivellon alone. Just dissapointing. But what is the game about? What's the story like? You have the ability to use Source - A powerful and outlawed magic. Magic used by the gods themselves. It's what gives them power. The game starts with you being captured by Magisters who hunt and imprison everyone who can use Source. They take you to an isolated prison island. While there you make new friends, discover an unbelievable truth about yourself and make interesting alliances while trying to escape the island. You will meet dragons, witches, paladins, underground fighting arenas, demons, trolls, ghosts and much, much more. You will also uncover conspiracies and astonishing secrets. Will you be the new Divine? The game itself plays alot like the recent XCOM games. It's basically a turn-based roleplaying game. Not to worry tho. You can still create a custom character and choose their stats, race, gender, and origin story or you can simply choose one of the pre-made characters. There's a wide variety of classes to choose from as well. All your favourate melee, ranged and magic classes are there. It also has Steam Workshop and modders have made some really interesting class mods that are worth checking out. However, if you enable mods you are not able to earn achivements. This, in my humble opinion, is a bit foolish. It's a singleplayer game and I should be allowed to have my fun however I want. The trainers still work and it has no leaderboards in it so I don't really support disabling achivements for mod users. It's a minor complaint but a complaint nonetheless. The game is well optimised and ran at a solid 60 frames per second at all times. I did experience two crashes during my playthrough but other than that I really didn't notice any other bugs or issues. Visually the game is lovely to look at and the soundtrack is marvelous. Don't go into it expecting remarkable next gen graphics though. It's a game I most definitely won't forget any time soon. I want a sequel and I want it now! A must play for every roleplaying fan and fans of the turn-based genre should give it a go as well.",October 17,37 people found this review helpful
37,"EARLY ACCESS REVIEW When I first got this game, I was immediately assaulted by an array of limiting areas, tough enemies, and hard fights, to the point where it felt like I wasn't allowed to do anything except a very strict railroad of easier enemies in order to progress. It made me start to lose faith in the game, because it seemed like there was only an illusion of freedom. But then I got good. After floundering around in my first save file for a good few hours, I sat down and made a new character, applying everything I had learned. I made a focused character. I scrounged for every piece of armor, clawed at every possible avenue and advantage, and I applied the very tactics that destroyed me in the first playthough. It didn't take long to learn that if done right, the game is just as impossible for your enemies as it could be for you. What I was rewarded with was knowing that there are, for example, several different ways to complete the first area. It's not a railroad; I just, to put it blunt, sucked. In fact, after discovering my first way though that beginning area... I went back in, and starting clearing out enemies, starting in order from most managable. It became an arms race of beating the lowest enemies I could find, surviving the encounter, and assimilating any loot I could find, up to and including the paintings on the walls. Then, I come up to what I'll call ""midway"" through the first act. Suddenly things are falling into place with the plot, and I'm gaining hints of what appears to be a really neat story in the making. The varied things you can encounter kept my interest once I had the skill to progress, managing gear was interesting due to the magic armor and physical armor differences, and limited resources forced me to make interesting decisions every time I came across a nice piece of gear in a shop. I began to learn of the various advantages and disadvantages inherent to different styles. Spreading your points can mean you have access to a ton of powerful toolbox abilities, but don't deal much damage. You can focus all your points into one aspect, and that character will be a high damage monster, but will lack in utility in comparison. Pair two such characters together, and your high damage will punch through the defenses of your victim, then the utility monster will knock them down for a turn, only to be put in the ground for good by your high damage character's second round. Essentially, what I'm saying is if you find yourself overwhelmed by this game like I was at first, I suggest you attempt to absorb what the game is beating into you, then try to use that to beat it back into the game. If you can manage that, the varied builds and playstyles as well as the interactive battle system may just capture your attention. Overall, this game is already something that I would consider great, and they're only in early access. They're still working on the game and the story, accepting feedback from the forums, and they're doing it well. Worth the full price now, can only get better from here. Would recommend.","January 2, 2017","86 people found this review helpful
4 people found this review funny"
38,"At times, this game has instilled a sense of wonder in me, that I've very rarely felt in over 20 years of gaming. It's made me laugh out loud, and genuinely care. There's an overwhelming amount of things to see and do, and there's immense depth everywhere you look. This is the one game I don't regret buying at full price — and I'd gladly give Larian more as good and honest developer. I can tell that this title is a labour of love. I genuinely think we'll be looking back at DOS2 in a decade, as a classic in the cRPG genre.","September 19, 2017","86 people found this review helpful
1 person found this review funny"
39,EARLY ACCESS REVIEW You should invest in this early access and here's why. Larian always complete their games so it's guaranteed this won't be left dead in the water.,"September 18, 2016",60 people found this review helpful
40,I stayed up til 4am playing this. On a workday.,March 26,"255 people found this review helpful
150 people found this review funny"
41,When I think of good games i think of divinity original sin 2 and witcher 3. When I think of good studios i think of larian and CD project RED. Great game 10/10 enough said,August 30,"221 people found this review helpful
9 people found this review funny"
42,"A rare example in 2018 of how games used to made. ✔ Custom engine ✔ Split-screen ✔ Co-op ✔ Modding tools including level editor ✔ Full game included, no DLC cancer Game itself is basically a hybrid of RuneScape, Dungeon Siege and Disgaea with 10/10 polish",October 11,"110 people found this review helpful
3 people found this review funny"
43,"EARLY ACCESS REVIEW Wore a bucket on my head for armor. This was after killing a child when his mum found out i stole the razzle dazzle grenade. First character i made ended up deleting as i got into a fight i couldn't handle, burned my revives(had no recent save). I have talked two people into fighting to the death to settle a petty argument, had followers that have a blood feud, put out fires with raining blood, picked the pocket of my buddy online w/o him noticing, and spent 20 minutes the first time around on character creation. I've only just hit the first city as well. . . This game is just terrific. DO NOT GET ME WRONG, the fights can be really, really unforgiving(ofc i play in classic), but rewarding as well. 10/10 i'd murder that child again.","March 18, 2017","79 people found this review helpful
65 people found this review funny"
44,"I am incredibly excited to say that this game is all that I could have asked of Larian Studios. As someone who loves Dungeons and Dragons, Pathfinder, etc, Divinity: Original Sin 2 simply blows my mind. The dialogue can be witty, comedic, even tongue-in-cheek, but at times it is also grim, dark, and serious. Each character has their own way of coping with situations, and you as the player must work to keep the group together. You can choose the class of all of your adventurers, and tweak your main character at the start screen - in effect, you can multiclass from the get-go. Abilities synergize and can create opportunities that can be exploited by other party members - or, if you're not careful, by the enemy! In terms of customization, the game is lovely. In summation, you can advance your character in a non-linear fashion if you so choose, but you might find it easier to create classes that are symbiotes (they benefit from each other's abilities). In terms of audio, the game is FANTASTIC. The voice acting is wonderfully immersive, and the sound effects are well-timed and well-orchestrated. Speaking of orchestas, the soundtrack is incredible. If you don't believe me, give it a listen on YouTube. The ability to choose which instrument will play at turning points of the campaign really gives you that feeling of audio customization, and lets you feel like you are in control of every aspect of the game. In short, I may sound like a ""yes-man"" when I wholeheartedly recommend this game. I may sound like there's nothing wrong with the game, but there are several bugs which are still unfixed and exploits that can be exposed to the savvy gamer. But, if you are like me, and you simply enjoy a game for what it has to offer (a complex storyline, diverse characters, entertaining combat, excellent audio, above-average graphics), then this game is for you!","September 15, 2017",48 people found this review helpful
45,"EARLY ACCESS REVIEW dedicated to the fans, even the stuff they said they couldnt because it would be insane, they managed to fit it into the game. consumer friendly company making a fantastic RPG","August 27, 2017","127 people found this review helpful
2 people found this review funny"
